description,title,country,region,postal code,locality,extend address,name
"
	ARIMA Networks is located in the area Vancouver, Canada, and the colocation data center is not  carrier neutral. The data center was last updated on 17-10-2013.",ARIMA Networks,Canada,BC,V3K7B8,Coquitlam,ARIMA Networks,ARIMA Networks Inc.
"
	RackCentral DC-2 is located in the area Melbourne (Victoria), Australia, and the colocation data center is  carrier neutral. The data center was last updated on 09-06-2011.",RackCentral DC-2,Australia,Victoria,3000,Melbourne,RackCentral DC-2,RackCentral
"
	Raya Data Center is located in the area Cairo (Al Qahirah), Egypt, and the colocation data center is  carrier neutral. The data center was last updated on 13-03-2013.",Raya Data Center,Egypt,,12568,6 of October,,Raya Data Center
"
	Tata Communications Mumbai BKC is located in the area Mumbai, India, and the colocation data center is  carrier neutral. The data center was last updated on 20-02-2013.",Tata Communications Mumbai BKC,India,Maharashtra,400053,Mumbai,Tata Communications Mumbai BKC,Tata Communications
"
	zColo - 209 10th Ave South is located in the area Nashville, USA (America), and the colocation data center is  carrier neutral. The data center was last updated on 21-10-2014.",zColo - 209 10th Ave South,USA,Tennessee,37203,Nashville,zColo - 209 10th Ave South,zColo
"
	Nordata Srl is located in the area Padova, Italy (Italia), and the colocation data center is  carrier neutral. The data center was last updated on 14-06-2011.",Nordata Srl,Italy,,35129,Padova,,Nordata Srl
"
	NEXTDC - B1 is located in the area Brisbane (Queensland), Australia, and the colocation data center is  carrier neutral. The data center was last updated on 19-04-2012.",NEXTDC - B1,Australia,Queensland,4000,Brisbane,NEXTDC - B1,NEXTDC
"
	NEXTDC - C1 is located in the area Canberra, Australia, and the colocation data center is  carrier neutral. The data center was last updated on 18-04-2012.",NEXTDC - C1,Australia,ACT,2617,Bruce,NEXTDC - C1,NEXTDC
"
	Store Data is located in the area Moscow, Russia, and the colocation data center is not  carrier neutral. The data center was last updated on 18-04-2012.",Store Data,Russia,,123789,Moscow,Store Data,Pallada Web Service
"
	zColo - 7620 Appling Center Dr is located in the area Memphis, USA (America), and the colocation data center is  carrier neutral. The data center was last updated on 13-02-2014.",zColo - 7620 Appling Center Dr,USA,Tennessee,38133,Memphis,zColo - 7620 Appling Center Dr,zColo
"
	SafeHouse Datacenter is located in the area Fort Wayne, USA (America), and the colocation data center is  carrier neutral. The data center was last updated on 20-06-2011.",SafeHouse Datacenter,USA,Indiana,46825,Fort Wayne,SafeHouse Datacenter,safehosue datacenter
"
	Gorelovo Data Center is located in the area Saint Petersburg (Sankt-Peterburg), Russia, and the colocation data center is  carrier neutral. The data center was last updated on 28-06-2011.",Gorelovo Data Center,Russia,,188522,Sint Petersburg,Gorelovo Data Center,Gorelovo DataCenter
"
	Infobox is located in the area Saint Petersburg (Sankt-Peterburg), Russia, and the colocation data center is  carrier neutral. The data center was last updated on 28-06-2011.",Infobox,Russia,,192102,Saint-Petersburg,,Infobox
"
	Altitude Center is located in the area ROUEN, France (Française).",Altitude Center,,,,,,
"
	Netshield is located in the area Walsall, United Kingdom (UK), and the colocation data center is not  carrier neutral. The data center was last updated on 06-06-2014.",Netshield,United Kingdom,,WS9 8TP,Aldridge,,Netshield
"
	Netshield is located in the area Walsall, United Kingdom (UK), and the colocation data center is not  carrier neutral. The data center was last updated on 06-06-2014.",Netshield,United Kingdom,,WS9 8TP,Aldridge,,Netshield
"
	KingHost is located in the area Porto Alegre, Brazil (Brasil), and the colocation data center is not  carrier neutral. The data center was last updated on 01-07-2011.",KingHost,Brazil,RS,90560-002,Porto Alegre,,KingHost
"
	Stafford Assoicates is located in the area Long Island, USA (America), and the colocation data center is  carrier neutral. The data center was last updated on 01-07-2011.",Stafford Assoicates,USA,New York,11733,Setauket,Stafford Assoicates,Stafford Associates
"
	Onyx Group Yorkshire Data Centre is located in the area Sheffield, United Kingdom (UK), and the colocation data center is not  carrier neutral. The data center was last updated on 25-06-2012.",Onyx Group Yorkshire Data Centre,United Kingdom,,S63 7JZ,Sheffield,Onyx Group Yorkshire Data Centre,Onyx Group
"
	Capnova Klingendahl is located in the area Tampere, Finland (Suomi), and the colocation data center is not  carrier neutral. The data center was last updated on 08-07-2011.",Capnova Klingendahl,Finland,,33200,Tampere,Capnova Klingendahl,Oy Capnova Ltd
"
	TierPoint Valley Forge, PA is located in the area Valley Forge, USA (America), and the colocation data center is  carrier neutral. The data center was last updated on 23-02-2017.","TierPoint Valley Forge, PA",USA,Pennsylvania,19403,Valley Forge,"TierPoint Valley Forge, PA",TierPoint
"
	TierPoint Bethlehem, PA is located in the area Bethlehem, USA (America), and the colocation data center is  carrier neutral. The data center was last updated on 23-02-2017.","TierPoint Bethlehem, PA",USA,Pennsylvania,18017,Bethlehem,"TierPoint Bethlehem, PA",TierPoint
"
	TierPoint Allentown-TekPark, PA is located in the area Allentown, USA (America), and the colocation data center is  carrier neutral. The data center was last updated on 23-02-2017.","TierPoint Allentown-TekPark, PA",USA,Pennsylvania,18031,Allentown,"TierPoint Allentown-TekPark, PA",TierPoint
"
	Mediaport Junglinster is located in the area Luxembourg, Luxembourg (Luxemburg), and the colocation data center is  carrier neutral. The data center was last updated on 13-07-2011.",Mediaport Junglinster,Luxembourg,,L-6141,Junglinster,Mediaport Junglinster,Broadcasting Center Europe
"
	SunGard - Gärdet Technology Center is located in the area Stockholm, Sweden (Sverige), and the colocation data center is  carrier neutral. The data center was last updated on 15-07-2011.",SunGard - Gärdet Technology Center,Sweden,,102 52,Stockholm,SunGard - Gärdet Technology Center,Sungard Availability Services
"
	C7 Data Centers is located in the area Salt Lake City, USA (America), and the colocation data center is  carrier neutral. The data center was last updated on 15-07-2011.",C7 Data Centers,USA,Utah,84065,Bluffdale,C7 Data Centers,"C7 Data Centers, Inc."
"
	Lifeline Data Centers Eastgate is located in the area Indianapolis, USA (America), and the colocation data center is  carrier neutral. The data center was last updated on 19-07-2011.",Lifeline Data Centers Eastgate,USA,Indiana,46219,Indianapolis,Lifeline Data Centers Eastgate,"Lifeline Data Centers, LLC"
"
	WORLDLINK South Datacenter is located in the area Seattle, USA (America), and the colocation data center is  carrier neutral. The data center was last updated on 30-08-2011.",WORLDLINK South Datacenter,USA,Washington,98057,Tukwila,WORLDLINK South Datacenter,WORLDLINK
"
	Ar Telecom - Lisboa is located in the area Lisbon (Lisboa), Portugal, and the colocation data center is not  carrier neutral. The data center was last updated on 20-07-2011.",Ar Telecom - Lisboa,Portugal,,1350-352,Lisboa,Ar Telecom - Lisboa,Ar Telecom
"
	Ar Telecom - Porto is located in the area Porto, Portugal, and the colocation data center is  carrier neutral. The data center was last updated on 20-07-2011.",Ar Telecom - Porto,Portugal,,4350,Porto,Ar Telecom - Porto,Ar Telecom
"
	Ar Telecom - Viseu is located in the area Viseu, Portugal, and the colocation data center is not  carrier neutral. The data center was last updated on 20-07-2011.",Ar Telecom - Viseu,Portugal,,3500-147,Viseu,Ar Telecom - Viseu,Ar Telecom
"
	Acropolis Paris-Nation is located in the area Paris, France (Française), and the colocation data center is  carrier neutral. The data center was last updated on 01-12-2011.",Acropolis Paris-Nation,France,,75012,Paris,Acropolis Paris-Nation,Acropolis Telecom
"
	Acropolis DatAix is located in the area Marseille, France (Française), and the colocation data center is  carrier neutral. The data center was last updated on 01-12-2011.",Acropolis DatAix,France,,13290,Aix-les-Milles,Acropolis DatAix,Acropolis Telecom
"
	IDX is located in the area Shanghai, China, and the colocation data center is  carrier neutral. The data center was last updated on 27-07-2011.",IDX,China,,201203,Shanghai,IDX,"Shanghai Data Solution Co., Ltd"
"
	Convergence Center is located in the area Whippany, USA (America).",Convergence Center,,,,,,
"
	Colo@34 is located in the area Atlanta, USA (America), and the colocation data center is  carrier neutral. The data center was last updated on 28-07-2011.",Colo@34,USA,Georgia,30303,Atlanta,Colo@34,Colo@
"
	Selectel ""Tsvetochnaya"" is located in the area Saint Petersburg (Sankt-Peterburg), Russia, and the colocation data center is  carrier neutral. The data center was last updated on 10-08-2011.","Selectel ""Tsvetochnaya""",Russia,,196006,Saint-Petersburg,"Selectel ""Tsvetochnaya""",Selectel
"
	Selectel ""Tehnodom"" is located in the area Saint Petersburg (Sankt-Peterburg), Russia, and the colocation data center is  carrier neutral. The data center was last updated on 10-08-2011.","Selectel ""Tehnodom""",Russia,,190000,Saint-Petersburg,"Selectel ""Tehnodom""",Selectel
"
	Selectel ""Berzarina"" is located in the area Moscow, Russia, and the colocation data center is  carrier neutral. The data center was last updated on 10-08-2011.","Selectel ""Berzarina""",Russia,,000000,Moscow,"Selectel ""Berzarina""",Selectel
"
	Selectel ""Dubrovka"" is located in the area Saint Petersburg (Sankt-Peterburg), Russia, and the colocation data center is not  carrier neutral. The data center was last updated on 10-08-2011.","Selectel ""Dubrovka""",Russia,,000000,Dubrovka,"Selectel ""Dubrovka""",Selectel
"
	Selectel ""Dubrovka 2"" is located in the area Saint Petersburg (Sankt-Peterburg), Russia, and the colocation data center is  carrier neutral. The data center was last updated on 10-08-2011.","Selectel ""Dubrovka 2""",Russia,,000000,Dubrovka,"Selectel ""Dubrovka 2""",Selectel
"
	DataGalaxy is located in the area Pune, India, and the colocation data center is  carrier neutral. The data center was last updated on 10-08-2011.",DataGalaxy,India,Maharashtra,411006,Pune,,DataGalaxy
"
	3S Data Center is located in the area Katowice, Poland (Polska), and the colocation data center is  carrier neutral. The data center was last updated on 18-02-2016.",3S Data Center,Poland,,40-432,Katowice,3S Data Center,3S Data Center S.A.
"
	Teknowan Telekom is located in the area Ankara, Turkey (Türkiye), and the colocation data center is not  carrier neutral. The data center was last updated on 22-02-2016.",Teknowan Telekom,Turkey,yenimahalle,06530,Ankara,Teknowan Telekom,Teknowan Telecommunication
"
	Charlotte Gateway Data Center is located in the area Charlotte, USA (America).",Charlotte Gateway Data Center,,,,,,
"
	Mediactive Network Paris 10 is located in the area Paris, France (Française), and the colocation data center is not  carrier neutral. The data center was last updated on 29-09-2011.",Mediactive Network Paris 10,France,,75010,Paris,Mediactive Network Paris 10,Mediactive Network
"
	NC Data Center Park is located in the area Catawba, USA (America).",NC Data Center Park,,,,,,
"
	Data Foundry- Houston 2 Data Center is located in the area Houston, USA (America), and the colocation data center is  carrier neutral. The data center was last updated on 13-07-2016.",Data Foundry- Houston 2 Data Center,USA,Texas,77067,Houston,Data Foundry- Houston 2 Data Center,Data Foundry
"
	Raleigh NC Data Center is located in the area Raleigh, USA (America).",Raleigh NC Data Center,,,,,,
"
	AkashiQ is located in the area Coimbatore, India, and the colocation data center is  carrier neutral. The data center was last updated on 17-08-2011.",AkashiQ,India,Tamilnadu,641028,Coimbatore,AkashiQ,AkashiQ Data Care India Pvt.Ltd.
"
	Sleepless is located in the area Galway, Ireland (Éire), and the colocation data center is not  carrier neutral. The data center was last updated on 19-06-2015.",Sleepless,Ireland,Galway,Galway,Galway,,Sleepless
"
	NETDOOR JXN is located in the area Jackson MS, USA (America), and the colocation data center is not  carrier neutral. The data center was last updated on 19-03-2014.",NETDOOR JXN,USA,Mississippi,39202,Jackson,NETDOOR JXN,NETDOOR
"
	Shore.Net is located in the area Boston, USA (America), and the colocation data center is not  carrier neutral. The data center was last updated on 23-08-2011.",Shore.Net,USA,Massachusetts,01901,Lynn,,Shore.Net
"
	Davey Holdings LLC is located in the area Louisville, USA (America), and the colocation data center is not  carrier neutral. The data center was last updated on 05-10-2011.",Davey Holdings LLC,USA,Kentucky,40059,Prospect,,Davey Holdings LLC
"
	maghost | DataCenter is located in the area Timisoara, Romania, and the colocation data center is not  carrier neutral. The data center was last updated on 19-01-2017.",maghost | DataCenter,Romania,-,300571,Timisoara,maghost | DataCenter,MAGIT'ST SRL
"
	Tallinn TVTower DC is located in the area Tallinn, Estonia (Eesti Vabariik), and the colocation data center is  carrier neutral. The data center was last updated on 29-08-2014.",Tallinn TVTower DC,Estonia,,15026,Tallinn,Tallinn TVTower DC,AS Levira
"
	acens is located in the area Madrid, Spain (España), and the colocation data center is not  carrier neutral. The data center was last updated on 06-09-2011.",acens,Spain,Madrid,28108,Alcobendas,acens,Acens Technologies
"
	acens Barcelona is located in the area Barcelona, Spain (España), and the colocation data center is not  carrier neutral. The data center was last updated on 06-09-2011.",acens Barcelona,Spain,Barcelona,08014,Barcelona,acens Barcelona,Acens Technologies
"
	NEXNOC-1 is located in the area Lahore, Pakistan (Islamic Republic of Pakistan), and the colocation data center is  carrier neutral. The data center was last updated on 07-09-2011.",NEXNOC-1,Pakistan,,54000,Lahore,NEXNOC-1,NEXLINX
"
	Volico Broward is located in the area Boca Raton, USA (America), and the colocation data center is  carrier neutral. The data center was last updated on 28-02-2013.",Volico Broward,USA,Florida,33064,Pompano,Volico Broward,Volico Data Centers
"
	SKYONLINE is located in the area Buenos Aires, Argentina (Argentine Republic), and the colocation data center is  carrier neutral. The data center was last updated on 12-09-2011.",SKYONLINE,Argentina,CABA,C1064AAH,Buenos Aires,SKYONLINE,SkyOnline
"
	Virtustream Vienna is located in the area Vienna Virginia, USA (America), and the colocation data center is  carrier neutral. The data center was last updated on 13-09-2011.",Virtustream Vienna,USA,Virginia,22182,Vienna,Virtustream Vienna,Virtustream
"
	Heywood House is located in the area Douglas, Isle of Man, and the colocation data center is  carrier neutral. The data center was last updated on 13-09-2011.",Heywood House,Isle of Man,Isle of Man,IM1 1EW,Douglas,Heywood House,Wi-Manx Limited - Isle of Man
"
	Vivio Technologies - WW UG Site is located in the area Walla Walla, USA (America), and the colocation data center is not  carrier neutral. The data center was last updated on 06-05-2013.",Vivio Technologies - WW UG Site,USA,Washington,99362,Walla Walla,Vivio Technologies - WW UG Site,Vivio Technologies
"
	Vivio Technologies - WW TS Site is located in the area Walla Walla, USA (America), and the colocation data center is  carrier neutral. The data center was last updated on 18-03-2015.",Vivio Technologies - WW TS Site,USA,Washington,99362,Walla Walla,Vivio Technologies - WW TS Site,Vivio Technologies
"
	Sleek Networks Angel House 1 is located in the area Leeds, United Kingdom (UK), and the colocation data center is  carrier neutral. The data center was last updated on 15-09-2011.",Sleek Networks Angel House 1,United Kingdom,Yorkshire,LS3 1BS,Leeds,Sleek Networks Angel House 1,Sleek Networks
"
	Anacondaweb is located in the area Santiago, Chile (República de Chile), and the colocation data center is not  carrier neutral. The data center was last updated on 16-02-2012.",Anacondaweb,Chile,Metropolitana,8330045,Santiago,Anacondaweb,Anacondaweb S.A.
"
	Net Group S.A is located in the area Cali, Colombia, and the colocation data center is not  carrier neutral. The data center was last updated on 10-02-2012.",Net Group S.A,Colombia,Valle,760044,Cali,,Net Group S.A
"
	Datacenter WEDOS is located in the area Ceske Budejovice, Czech republic, and the colocation data center is not  carrier neutral. The data center was last updated on 17-11-2014.",Datacenter WEDOS,Czech republic,,373 41,Hluboka nad Vltavou,Datacenter WEDOS,"WEDOS Internet, a.s."
"
	CITIC Telecom Tower Data Centre is located in the area Hong Kong, Hong Kong (Hong Kong, SAR of China), and the colocation data center is  carrier neutral. The data center was last updated on 29-04-2015.",CITIC Telecom Tower Data Centre,Hong Kong,,n/a,Kwai Chung,CITIC Telecom Tower Data Centre,CITIC Telecom International Holdings Limited
"
	Foneo Datacenter is located in the area Tongeren, Belgium, and the colocation data center is  carrier neutral. The data center was last updated on 16-06-2015.",Foneo Datacenter,Belgium,,3700,Tongeren,,Foneo Datacenter
"
	Kennedy Building is located in the area Tulsa, USA (America).",Kennedy Building,,,,,,
"
	Logic Plus is located in the area Adelaide (South Australia), Australia, and the colocation data center is not  carrier neutral. The data center was last updated on 17-02-2013.",Logic Plus,Australia,SA,5000,Adelaide,,Logic Plus
"
	ARCTUR datacenter is located in the area Nova Gorica, Slovenia (Republika Slovenija), and the colocation data center is  carrier neutral. The data center was last updated on 21-09-2011.",ARCTUR datacenter,Slovenia,,5000,Nova Gorica,ARCTUR datacenter,Arctur d.o.o.
"
	Sontius data center is located in the area Nova Gorica, Slovenia (Republika Slovenija), and the colocation data center is  carrier neutral. The data center was last updated on 21-09-2011.",Sontius data center,Slovenia,,5290,Sempeter pri Gorici,Sontius data center,Sontius d.o.o.
"
	Fogo Data Centers - Atlanta Region is located in the area Carrollton, USA (America), and the colocation data center is  carrier neutral. The data center was last updated on 26-09-2011.",Fogo Data Centers - Atlanta Region,USA,Georgia,30117,Carrollton,Fogo Data Centers - Atlanta Region,Fogo Data Centers
"
	Fogo Data Centers - New Orleans is located in the area New Orleans, USA (America), and the colocation data center is  carrier neutral. The data center was last updated on 26-09-2011.",Fogo Data Centers - New Orleans,USA,Louisiana,70112,New Orleans,Fogo Data Centers - New Orleans,Fogo Data Centers
"
	FIBERTOWN HOUSTON is located in the area Houston, USA (America), and the colocation data center is  carrier neutral. The data center was last updated on 26-09-2011.",FIBERTOWN HOUSTON,USA,Texas,77067,Houston,FIBERTOWN HOUSTON,FIBERTOWN
"
	CELESTE-Marilyn is located in the area Paris, France (Française), and the colocation data center is  carrier neutral. The data center was last updated on 24-10-2011.",CELESTE-Marilyn,France,,77420,Champs-sur-Marne,CELESTE-Marilyn,CELESTE
"
	731 E Trade Data Center is located in the area Charlotte, USA (America), and the colocation data center is  carrier neutral. The data center was last updated on 30-07-2014.",731 E Trade Data Center,USA,North Carolina,28202,Charlotte,731 E Trade Data Center,"Five 9s Digital, LLC"
"
	Expedient Cleveland 152 is located in the area Cleveland, USA (America), and the colocation data center is not  carrier neutral. The data center was last updated on 04-10-2011.",Expedient Cleveland 152,USA,Ohio,44128,Cleveland,Expedient Cleveland 152,Expedient Data Centers
"
	Nusantara Data Center Medan is located in the area Medan, Indonesia, and the colocation data center is  carrier neutral. The data center was last updated on 03-02-2012.",Nusantara Data Center Medan,Indonesia,Sumatra,55405,Medan,Nusantara Data Center Medan,PT. Mora Telematika Indonesia
"
	Nusantara data center Palembang is located in the area Palembang, Indonesia, and the colocation data center is  carrier neutral. The data center was last updated on 03-02-2012.",Nusantara data center Palembang,Indonesia,Sumatra,30151,Palembang,Nusantara data center Palembang,PT. Mora Telematika Indonesia
"
	Nusantara Data Center Surabaya is located in the area Surabaya, Indonesia, and the colocation data center is  carrier neutral. The data center was last updated on 03-02-2012.",Nusantara Data Center Surabaya,Indonesia,East Java,60291,Surabaya,Nusantara Data Center Surabaya,PT. Mora Telematika Indonesia
"
	Nusantara Data Center Bali is located in the area Denpasar, Indonesia, and the colocation data center is  carrier neutral. The data center was last updated on 06-10-2011.",Nusantara Data Center Bali,Indonesia,Bali,80111,Bali,Nusantara Data Center Bali,PT. Mora Telematika Indonesia
"
	ONI is located in the area Luton, United Kingdom (UK), and the colocation data center is not  carrier neutral. The data center was last updated on 06-10-2011.",ONI,United Kingdom,,LU2 0QX,Luton,ONI,ONI (plc)
"
	Varna Data Center is located in the area Varna, Bulgaria, and the colocation data center is  carrier neutral. The data center was last updated on 06-10-2011.",Varna Data Center,Bulgaria,,9000,Varna,,Varna Data Center
"
	Claranet - Porto is located in the area Porto, Portugal, and the colocation data center is not  carrier neutral. The data center was last updated on 28-02-2012.",Claranet - Porto,Portugal,,4425-510,Maia,Claranet - Porto,Claranet Portugal
"
	Latechco WTC FZ is located in the area Montevideo, Uruguay (Oriental Republic of Uruguay), and the colocation data center is not  carrier neutral. The data center was last updated on 10-10-2011.",Latechco WTC FZ,Uruguay,Montevideo,11300,Montevideo,Latechco WTC FZ,Latechco
"
	Chicago Exchange is located in the area Chicago, USA (America).",Chicago Exchange,,,,,,
"
	Ann Arbor 2 Data Center is located in the area Detroit, USA (America), and the colocation data center is  carrier neutral. The data center was last updated on 26-02-2015.",Ann Arbor 2 Data Center,USA,Michigan,48108,Ann Arbor,Ann Arbor 2 Data Center,Online Tech
"
	Internap Dallas is located in the area Dallas, USA (America), and the colocation data center is  carrier neutral. The data center was last updated on 27-07-2012.",Internap Dallas,USA,Texas,75075,Plano,Internap Dallas,Internap Network Services Corporation
"
	FRIKTORIA-VOL-GR is located in the area Volos, Greece (Hellenic Republic), and the colocation data center is not  carrier neutral. The data center was last updated on 18-01-2012.",FRIKTORIA-VOL-GR,Greece,Magnesia,383 33,Volos,FRIKTORIA-VOL-GR,FRIKTORIA - Data Center Services
"
	Data Center 360 Spear Street is located in the area San Francisco, USA (America), and the colocation data center is not  carrier neutral. The data center was last updated on 18-10-2011.",Data Center 360 Spear Street,USA,california,94105,San Francisco,Data Center 360 Spear Street,"Fastmetrics, Inc."
"
	NS3-DC-PD is located in the area Padova, Italy (Italia), and the colocation data center is  carrier neutral. The data center was last updated on 19-10-2011.",NS3-DC-PD,Italy,,35127,Padova,NS3-DC-PD,NS3 SRL
"
	NETBONE DIGITAL is located in the area Zürich, Switzerland (Schweiz), and the colocation data center is not  carrier neutral. The data center was last updated on 19-10-2011.",NETBONE DIGITAL,Switzerland,ZH,8400,Winterthur,NETBONE DIGITAL,NETBONE DIGITAL AG
"
	Letzigraben 75 is located in the area Zürich, Switzerland (Schweiz).",Letzigraben 75,,,,,,
"
	Ontario Datacenter is located in the area Inland Empire, USA (America), and the colocation data center is  carrier neutral. The data center was last updated on 16-05-2015.",Ontario Datacenter,USA,California,91761,Ontario,,Ontario Datacenter
"
	United Networks of Ukraine is located in the area kiev, Ukraine (Ukrayina), and the colocation data center is  carrier neutral. The data center was last updated on 11-11-2011.",United Networks of Ukraine,Ukraine,,01191,Kiev,United Networks of Ukraine,UNITED
"
	Iran Data Center is located in the area Mashhad, Iran, and the colocation data center is not  carrier neutral. The data center was last updated on 22-10-2011.",Iran Data Center,Iran,,9185697875,Mashad,Iran Data Center,KEYANA IT Co. Ltd.
"
	Metro Point is located in the area London, United Kingdom (UK), and the colocation data center is  carrier neutral. The data center was last updated on 04-09-2014.",Metro Point,United Kingdom,,EN4 9JQ,Cockfosters,Metro Point,Sovereign Data Connect Ltd
"
	Vaultas Alexandria is located in the area Alexandria MN, USA (America), and the colocation data center is  carrier neutral. The data center was last updated on 05-03-2014.",Vaultas Alexandria,USA,Minnesota,56308,Alexandria,Vaultas Alexandria,Vaultas
"
	Vaultas St. Cloud is located in the area St. Cloud, USA (America), and the colocation data center is  carrier neutral. The data center was last updated on 05-03-2014.",Vaultas St. Cloud,USA,Minnesota,56303,St. Cloud,Vaultas St. Cloud,Vaultas
"
	Civicos Networking Main is located in the area Canary Islands (Canaries), spain (España), and the colocation data center is not  carrier neutral. The data center was last updated on 30-10-2011.",Civicos Networking Main,spain,,38205,La Laguna,Civicos Networking Main,Civicos Networking
"
	Comtec House is located in the area Reigate, United Kingdom (UK), and the colocation data center is  carrier neutral. The data center was last updated on 31-10-2011.",Comtec House,United Kingdom,Surrey,RH2 9EL,Reigate,Comtec House,Sargasso Networks Inc.
"
	ACME Cloud Centre (Connet) is located in the area Hong Kong, Hong Kong (Hong Kong, SAR of China), and the colocation data center is  carrier neutral. The data center was last updated on 14-05-2013.",ACME Cloud Centre (Connet),Hong Kong,,N/A,Hong Kong,ACME Cloud Centre (Connet),ACME Universal Communications
"
	Holly Data Center is located in the area Kansas City MO, USA (America), and the colocation data center is  carrier neutral. The data center was last updated on 06-01-2012.",Holly Data Center,USA,Missouri,64108,Kansas City,Holly Data Center,KC NAP
"
	Nexus Management is located in the area Brunswick, USA (America), and the colocation data center is  carrier neutral. The data center was last updated on 10-01-2012.",Nexus Management,USA,Maine,04011,Brunswick,Nexus Management,"Nexus Management, Inc."
"
	ACME Cloud Centre (China) is located in the area Shenzhen, China, and the colocation data center is not  carrier neutral. The data center was last updated on 14-05-2013.",ACME Cloud Centre (China),China,,N/A,Shenzhen,ACME Cloud Centre (China),ACME Universal Communications
"
	Sentrum Colo Hayes is located in the area London, United Kingdom (UK), and the colocation data center is  carrier neutral. The data center was last updated on 21-05-2014.",Sentrum Colo Hayes,United Kingdom,London,UB4 0SL,Hayes,Sentrum Colo Hayes,Sentrum Colo Ltd
"
	Oliver Street, LLC is located in the area Indianapolis, USA (America).","Oliver Street, LLC",,,,,,
"
	Netwise Hosting London South is located in the area London, United Kingdom (UK), and the colocation data center is not  carrier neutral. The data center was last updated on 21-05-2014.",Netwise Hosting London South,United Kingdom,Surrey,SM1 4SL,Sutton,Netwise Hosting London South,Netwise Hosting
"
	VERnet DC is located in the area Riga, Latvia (Latvija), and the colocation data center is not  carrier neutral. The data center was last updated on 08-11-2011.",VERnet DC,Latvia,,LV-1011,Riga,VERnet DC,Versija Ltd.
"
	CDrom is located in the area Jura, Switzerland (Schweiz), and the colocation data center is  carrier neutral. The data center was last updated on 18-11-2011.",CDrom,Switzerland,,2340,Le Noirmont,CDrom,CDROM
"
	Accelerated IT Services is located in the area Frankfurt (Frankfurt am Main), Germany (Deutschland), and the colocation data center is not  carrier neutral. The data center was last updated on 07-06-2012.",Accelerated IT Services,Germany,,60388,Frankfurt am Main,Accelerated IT Services,Accelerated IT Services GmbH
