description,title,country,region,postal code,locality,extend address,name
"
	Beijing IDC-1 is located in the area Beijing, China, and the colocation data center is not  carrier neutral. The data center was last updated on 23-07-2010.",Beijing IDC-1,China,,N/A,Beijing,Beijing IDC-1,IXTech Limited
"
	Neutral Data Center is located in the area Warsaw (Warszawa), Poland (Polska), and the colocation data center is  carrier neutral. The data center was last updated on 23-07-2010.",Neutral Data Center,Poland,,05-800,Pruszkow,Neutral Data Center,PLIX DC
"
	Cgest DC Porto is located in the area Porto, Portugal, and the colocation data center is not  carrier neutral. The data center was last updated on 24-07-2010.",Cgest DC Porto,Portugal,Porto,4350-059,Porto,Cgest DC Porto,Cgest S.A.
"
	Absolut OK Data Center is located in the area Belgrade, Serbia (Republic of Serbia), and the colocation data center is  carrier neutral. The data center was last updated on 15-01-2013.",Absolut OK Data Center,Serbia,,11070,Belgrade,Absolut OK Data Center,Absolut OK
"
	ColoCAT DC is located in the area Moscow, Russia, and the colocation data center is  carrier neutral. The data center was last updated on 22-12-2011.",ColoCAT DC,Russia,,121609,Moscow,ColoCAT DC,"JSC ""System-Service"""
"
	RelAix Networks Aachen-1 is located in the area Aachen, Germany (Deutschland), and the colocation data center is not  carrier neutral. The data center was last updated on 03-08-2010.",RelAix Networks Aachen-1,Germany,,52072,Aachen,RelAix Networks Aachen-1,RelAix Networks GmbH
"
	Damamax DC is located in the area Amman (Ammann), jordan (Hashemite Kingdom of Jordan), and the colocation data center is not  carrier neutral. The data center was last updated on 03-08-2010.",Damamax DC,jordan,,11953,Amman,Damamax DC,Damamax
"
	CoLouisiana DC1 is located in the area Alexandria, USA (America), and the colocation data center is  carrier neutral. The data center was last updated on 03-08-2010.",CoLouisiana DC1,USA,Louisiana,71301,Alexandria,CoLouisiana DC1,"CoLouisiana, LLC"
"
	EDPnet RU is located in the area Saint Petersburg (Sankt-Peterburg), Russia, and the colocation data center is not  carrier neutral. The data center was last updated on 06-08-2010.",EDPnet RU,Russia,,191186,St. Petersburg,EDPnet RU,EDPnet
"
	EDPnet BE is located in the area Antwerp (Antwerpen), Belgium, and the colocation data center is not  carrier neutral. The data center was last updated on 06-08-2010.",EDPnet BE,Belgium,,9100,Sint-Niklaas,EDPnet BE,EDPnet
"
	SunGard Sacramento Data Center is located in the area Sacramento, USA (America), and the colocation data center is  carrier neutral. The data center was last updated on 09-08-2010.",SunGard Sacramento Data Center,USA,California,95670,Rancho Cordova,SunGard Sacramento Data Center,Sungard Availability Services
"
	Sotea DC is located in the area Silkeborg, Denmark (Danmark), and the colocation data center is not  carrier neutral. The data center was last updated on 13-08-2010.",Sotea DC,Denmark,,8600,Silkeborg,Sotea DC,Sotea
"
	Gaydara Str. 50 is located in the area Kiev, Ukraine (Ukrayina).",Gaydara Str. 50,,,,,,
"
	Hanel-CSF Data Center is located in the area Hanoi (Hà N?i), Vietnam (Socialist Republic of Vietnam), and the colocation data center is  carrier neutral. The data center was last updated on 18-10-2010.",Hanel-CSF Data Center,Vietnam,Hanoi,70000,Hanoi,Hanel-CSF Data Center,Hanel-CSF Co. Ltd.
"
	SyT Datacenter Carrier Neutral is located in the area Buenos Aires, Argentina (Argentine Republic), and the colocation data center is  carrier neutral. The data center was last updated on 05-11-2013.",SyT Datacenter Carrier Neutral,Argentina,Buenos Aires,C1008AAD,Capital Federal,SyT Datacenter Carrier Neutral,Servicios y Telecomunicaciones SA
"
	Bank of Data is located in the area Lugano, Switzerland (Schweiz), and the colocation data center is  carrier neutral. The data center was last updated on 30-05-2014.",Bank of Data,Switzerland,TI,6818,Melano,Bank of Data,Moresi.Com SA
"
	Teraco Johannesburg is located in the area Johannesburg (Jozi), South Africa, and the colocation data center is  carrier neutral. The data center was last updated on 25-06-2014.",Teraco Johannesburg,South Africa,,1600,Johannesburg,Teraco Johannesburg,Teraco Data Environments (Pty) Ltd
"
	Billings - Central is located in the area Billings, USA (America), and the colocation data center is  carrier neutral. The data center was last updated on 19-08-2010.",Billings - Central,USA,Montana,59102,Billings,Billings - Central,iConnect Montana
"
	Netmagic Solutions is located in the area Mumbai, India, and the colocation data center is  carrier neutral. The data center was last updated on 19-08-2010.",Netmagic Solutions,India,Maharashtra,400072,Andheri (E),,Netmagic Solutions
"
	Netmagic Solutions is located in the area Mumbai, India, and the colocation data center is  carrier neutral. The data center was last updated on 19-08-2010.",Netmagic Solutions,India,Maharashtra,400079,Vikhroli (W),,Netmagic Solutions
"
	Netmagic Solutions is located in the area Chennai, India, and the colocation data center is  carrier neutral. The data center was last updated on 19-08-2010.",Netmagic Solutions,India,Tamil Nadu,600077,Chennai,,Netmagic Solutions
"
	Netmagic Solutions is located in the area Bangalore (Bengaluru), India, and the colocation data center is  carrier neutral. The data center was last updated on 19-08-2010.",Netmagic Solutions,India,Karnataka,560066,Bangalore,,Netmagic Solutions
"
	Bplus Datacenter is located in the area Trabzon, Turkey (Türkiye), and the colocation data center is not  carrier neutral. The data center was last updated on 21-08-2010.",Bplus Datacenter,Turkey,,61040,Trabzon,,Bplus Datacenter
"
	Netinternet Datacenter is located in the area Denizli, Turkey (Türkiye), and the colocation data center is  carrier neutral. The data center was last updated on 17-06-2016.",Netinternet Datacenter,Turkey,,20070,Denizli,Netinternet Datacenter,Netinternet Bilisim Teknolojileri AS
"
	VeratNet is located in the area Belgrade, Serbia (Republic of Serbia), and the colocation data center is not  carrier neutral. The data center was last updated on 24-08-2010.",VeratNet,Serbia,,11000,Belgrade,VeratNet,Verat
"
	Radore Hosting is located in the area Istanbul, Turkey (Türkiye), and the colocation data center is  carrier neutral. The data center was last updated on 27-08-2010.",Radore Hosting,Turkey,,34330,Levent,,Radore Hosting
"
	Capital Court is located in the area North Wales, United Kingdom (UK), and the colocation data center is not  carrier neutral. The data center was last updated on 20-10-2010.",Capital Court,United Kingdom,Denbighshire,LL17 0JG,St Asaph Business Park,Capital Court,NW Colo Ltd
"
	Intero Systems is located in the area Atlanta, USA (America), and the colocation data center is  carrier neutral. The data center was last updated on 11-05-2012.",Intero Systems,USA,Georgia,30349,College Park,,Intero Systems
"
	Franklin Datacenter is located in the area Milwaukee, USA (America), and the colocation data center is  carrier neutral. The data center was last updated on 30-08-2010.",Franklin Datacenter,USA,Wisconsin,53132,Franklin,Franklin Datacenter,CyberLynk Network Inc
"
	Pioneer Broadband DataCenter is located in the area Northern Maine, USA (America), and the colocation data center is not  carrier neutral. The data center was last updated on 02-09-2010.",Pioneer Broadband DataCenter,USA,Maine,04769,Presque Isle,Pioneer Broadband DataCenter,Pioneer Broadband
"
	BrainServe is located in the area Lausanne, Switzerland (Schweiz), and the colocation data center is  carrier neutral. The data center was last updated on 08-08-2014.",BrainServe,Switzerland,,1023,Crissier,BrainServe,BrainServe Ltd
"
	Latechco Torre 4 is located in the area Montevideo, Uruguay (Oriental Republic of Uruguay), and the colocation data center is  carrier neutral. The data center was last updated on 11-08-2014.",Latechco Torre 4,Uruguay,Montevideo,11300,Montevideo,Latechco Torre 4,Latechco
"
	i-Dash Ltd is located in the area Cambridge, United Kingdom (UK), and the colocation data center is not  carrier neutral. The data center was last updated on 11-08-2014.",i-Dash Ltd,United Kingdom,,PE19 8EL,St Neots,,i-Dash Ltd
"
	IELO is located in the area Marseille, France (Française), and the colocation data center is  carrier neutral. The data center was last updated on 09-09-2010.",IELO,France,,13008,Marseille,,IELO
"
	DATAWIRE DATACENTER ZG01 is located in the area Zug, Switzerland (Schweiz), and the colocation data center is  carrier neutral. The data center was last updated on 18-08-2012.",DATAWIRE DATACENTER ZG01,Switzerland,Zug,6330,Cham,DATAWIRE DATACENTER ZG01,DATAWIRE AG
"
	SteepHost DC-UA is located in the area Kharkov, Ukraine (Ukrayina), and the colocation data center is not  carrier neutral. The data center was last updated on 13-09-2010.",SteepHost DC-UA,Ukraine,,61023,Kharkiv,,SteepHost DC-UA
"
	Quest McClellan BRC is located in the area Sacramento, USA (America), and the colocation data center is  carrier neutral. The data center was last updated on 22-08-2016.",Quest McClellan BRC,USA,California,95652,Sacramento,Quest McClellan BRC,Quest
"
	DartPoints FTW.01 is located in the area Dallas, USA (America), and the colocation data center is  carrier neutral. The data center was last updated on 25-03-2015.",DartPoints FTW.01,USA,Texas,76102,Fort Worth,DartPoints FTW.01,DartPoints
"
	Servers Lodge is located in the area San Jose CR, Costa Rica (Republic of Costa Rica), and the colocation data center is  carrier neutral. The data center was last updated on 04-12-2015.",Servers Lodge,Costa Rica,San Jose,06155,Santa Ana,Servers Lodge,Cyberfuel
"
	DATAFLEX is located in the area Kiev, Ukraine (Ukrayina), and the colocation data center is  carrier neutral. The data center was last updated on 21-09-2010.",DATAFLEX,Ukraine,,03680,Kyiv,DATAFLEX,FLEX-Integration
"
	FirstLight Williston VT is located in the area Burlington, USA (America), and the colocation data center is  carrier neutral. The data center was last updated on 27-02-2015.",FirstLight Williston VT,USA,Vermont,05495,Williston,FirstLight Williston VT,Firstlight Fiber
"
	FirstLight Lebanon NH is located in the area Lebanon NH, USA (America), and the colocation data center is  carrier neutral. The data center was last updated on 27-02-2015.",FirstLight Lebanon NH,USA,New Hampshire,03766,Lebanon,FirstLight Lebanon NH,Firstlight Fiber
"
	CNS Colo is located in the area Long Island, USA (America), and the colocation data center is  carrier neutral. The data center was last updated on 28-09-2010.",CNS Colo,USA,New York,11749,Islandia,,CNS Colo
"
	Data Node SRL is located in the area Timisoara, Romania, and the colocation data center is not  carrier neutral. The data center was last updated on 30-09-2010.",Data Node SRL,Romania,Timis,300283,Timisoara,,Data Node SRL
"
	The Energy Data Center is located in the area Jakarta (Djakarta), Indonesia, and the colocation data center is  carrier neutral. The data center was last updated on 11-01-2012.",The Energy Data Center,Indonesia,,12190,Jakarta,The Energy Data Center,PT API METRA GRAHA
"
	Internet House is located in the area Portsmouth, United Kingdom (UK), and the colocation data center is not  carrier neutral. The data center was last updated on 06-10-2010.",Internet House,United Kingdom,Hampshire,PO2 8AA,Portsmouth,Internet House,Elite Limited
"
	VIa-Numerica ARC1 is located in the area Archamps, France (Française), and the colocation data center is not  carrier neutral. The data center was last updated on 17-01-2014.",VIa-Numerica ARC1,France,,74160,Archamps,VIa-Numerica ARC1,via-numerica sas
"
	Tellurian Datacenter is located in the area Newton, USA (America), and the colocation data center is  carrier neutral. The data center was last updated on 07-10-2010.",Tellurian Datacenter,USA,New Jersey,07860,Newton,Tellurian Datacenter,"Tellurian Networks, Inc."
"
	Spirit Telecom Data Center is located in the area Columbia, USA (America), and the colocation data center is not  carrier neutral. The data center was last updated on 07-10-2010.",Spirit Telecom Data Center,USA,South Carolina,29201,Columbia,Spirit Telecom Data Center,Spirit Telecom
"
	internet solutions Cape Town is located in the area Cape Town, South Africa, and the colocation data center is not  carrier neutral. The data center was last updated on 07-10-2010.",internet solutions Cape Town,South Africa,,8001,Cape Town,internet solutions Cape Town,Internet Solutions
"
	internet solutions Johannesburg #2 is located in the area Johannesburg (Jozi), South Africa, and the colocation data center is not  carrier neutral. The data center was last updated on 07-10-2010.",internet solutions Johannesburg #2,South Africa,,2196,Johannesburg,internet solutions Johannesburg #2,Internet Solutions
"
	internet solutions Durban is located in the area Durban, South Africa, and the colocation data center is not  carrier neutral. The data center was last updated on 07-10-2010.",internet solutions Durban,South Africa,,0,Umhlanga,internet solutions Durban,Internet Solutions
"
	MTN Johannesburg is located in the area Johannesburg (Jozi), South Africa, and the colocation data center is not  carrier neutral. The data center was last updated on 07-10-2010.",MTN Johannesburg,South Africa,,2191,Sandton,MTN Johannesburg,MTN Business
"
	Neotel Data Center is located in the area Johannesburg (Jozi), South Africa, and the colocation data center is not  carrier neutral. The data center was last updated on 07-10-2010.",Neotel Data Center,South Africa,,0,Midrand,Neotel Data Center,Neotel
"
	Vox DataPro Cape Town is located in the area Cape Town, South Africa, and the colocation data center is not  carrier neutral. The data center was last updated on 07-10-2010.",Vox DataPro Cape Town,South Africa,,7700,Newlands,Vox DataPro Cape Town,Vox Datapro
"
	Vox DataPro Johannesburg is located in the area Johannesburg (Jozi), South Africa, and the colocation data center is not  carrier neutral. The data center was last updated on 07-10-2010.",Vox DataPro Johannesburg,South Africa,,2090,Waverley,Vox DataPro Johannesburg,Vox Datapro
"
	BCX Midrand NDC1 is located in the area Johannesburg (Jozi), South Africa, and the colocation data center is  carrier neutral. The data center was last updated on 10-11-2016.",BCX Midrand NDC1,South Africa,,0,Midrand,BCX Midrand NDC1,Business Connexion
"
	Vodacom Johannesburg is located in the area Johannesburg (Jozi), South Africa, and the colocation data center is not  carrier neutral. The data center was last updated on 07-10-2010.",Vodacom Johannesburg,South Africa,,0,Midrand,Vodacom Johannesburg,Vodacom Business
"
	HOSTING - Denver is located in the area Denver, USA (America), and the colocation data center is not  carrier neutral. The data center was last updated on 12-08-2013.",HOSTING - Denver,USA,Colorado,80209,Denver,HOSTING - Denver,HOSTING
"
	HOSTING - Newark is located in the area Newark DE, USA (America), and the colocation data center is not  carrier neutral. The data center was last updated on 12-08-2013.",HOSTING - Newark,USA,Delaware,19702,Newark,HOSTING - Newark,HOSTING
"
	Selfservis Ivancice is located in the area Ivancice, Czech republic, and the colocation data center is  carrier neutral. The data center was last updated on 11-12-2010.",Selfservis Ivancice,Czech republic,,664 91,Ivancice,Selfservis Ivancice,Selfservis
"
	Selfservis Ostrava is located in the area Ostrava, Czech republic, and the colocation data center is  carrier neutral. The data center was last updated on 11-12-2010.",Selfservis Ostrava,Czech republic,,702 00,Ostrava,Selfservis Ostrava,Selfservis
"
	Selfservis Brno is located in the area Brno, Czech republic, and the colocation data center is  carrier neutral. The data center was last updated on 11-12-2010.",Selfservis Brno,Czech republic,,62800,Brno,Selfservis Brno,Selfservis
"
	KAMP Rechenzentrum is located in the area Oberhausen, Germany (Deutschland), and the colocation data center is  carrier neutral. The data center was last updated on 18-10-2010.",KAMP Rechenzentrum,Germany,Nordrhein-Westfalen,46117,Oberhausen,KAMP Rechenzentrum,KAMP
"
	XMEDIA - MAKASSAR is located in the area Makassar, Indonesia, and the colocation data center is not  carrier neutral. The data center was last updated on 19-10-2010.",XMEDIA - MAKASSAR,Indonesia,Sulawesi Selatan,90234,Makassar,XMEDIA - MAKASSAR,Media Inter Data
"
	Netservers Signet Court is located in the area Cambridge, United Kingdom (UK), and the colocation data center is  carrier neutral. The data center was last updated on 23-11-2016.",Netservers Signet Court,United Kingdom,,CB5 8LA,Cambridge,Netservers Signet Court,Netservers Ltd
"
	bridge2cloud is located in the area Vilnius, Lithuania (Republic of Lithuania), and the colocation data center is  carrier neutral. The data center was last updated on 20-10-2010.",bridge2cloud,Lithuania,,LT-01112,Vilnius,bridge2cloud,Blue Bridge
"
	Anadolu Bilisim Data Center is located in the area Istanbul, Turkey (Türkiye), and the colocation data center is not  carrier neutral. The data center was last updated on 21-10-2010.",Anadolu Bilisim Data Center,Turkey,,34583,Istanbul,Anadolu Bilisim Data Center,ANADOLU BILISIM HIZMETLERI A.S.
"
	Indiana Data center is located in the area Fort Wayne, USA (America), and the colocation data center is not  carrier neutral. The data center was last updated on 21-10-2010.",Indiana Data center,USA,Indiana,46808,Fort Wayne,Indiana Data center,"Indiana Data Center, LLC."
"
	InAsset Udine is located in the area Udine, Italy (Italia), and the colocation data center is  carrier neutral. The data center was last updated on 07-02-2013.",InAsset Udine,Italy,UD,33037,PASIAN DI PRATO,InAsset Udine,InAsset Srl
"
	East Breckinridge is located in the area Louisville, USA (America), and the colocation data center is  carrier neutral. The data center was last updated on 26-10-2010.",East Breckinridge,USA,Kentucky,40203,Louisville,East Breckinridge,BluegrassNet
"
	DataBank - North Dallas is located in the area Dallas, USA (America), and the colocation data center is  carrier neutral. The data center was last updated on 20-09-2016.",DataBank - North Dallas,USA,Texas,75801,Dallas,DataBank - North Dallas,DataBank
"
	Entel Central is located in the area Santiago, Chile (República de Chile), and the colocation data center is not  carrier neutral. The data center was last updated on 26-10-2010.",Entel Central,Chile,Santiago,8320255,Santiago,Entel Central,Entel
"
	Clear Channel Satellite is located in the area Denver, USA (America), and the colocation data center is  carrier neutral. The data center was last updated on 29-10-2010.",Clear Channel Satellite,USA,Colorado,80112,Englewood,,Clear Channel Satellite
"
	Zenvoo is located in the area Lugano, Switzerland (Schweiz), and the colocation data center is not  carrier neutral. The data center was last updated on 27-10-2010.",Zenvoo,Switzerland,,6900,Lugano,,Zenvoo
"
	Dataspace Putalisadak (PTS) is located in the area Kathmandu, Nepal (Federal Democratic Republic of Nepal), and the colocation data center is  carrier neutral. The data center was last updated on 28-10-2010.",Dataspace Putalisadak (PTS),Nepal,,13655,Kathmandu,Dataspace Putalisadak (PTS),Dataspace Pvt. Ltd
"
	ETC-LITH is located in the area Chicago, USA (America), and the colocation data center is  carrier neutral. The data center was last updated on 05-11-2010.",ETC-LITH,USA,Illinois,60156,Lake in the Hills,ETC-LITH,Excalibur Technology Corp
"
	AISO Solar Powered Data Center is located in the area Riverside, USA (America), and the colocation data center is  carrier neutral. The data center was last updated on 22-05-2015.",AISO Solar Powered Data Center,USA,California,92585,Romoland,AISO Solar Powered Data Center,AISO.Net
"
	Datacenter NedZone is located in the area Steenbergen, The Netherlands (Holland), and the colocation data center is  carrier neutral. The data center was last updated on 16-12-2010.",Datacenter NedZone,The Netherlands,,4651SL,Steenbergen,,Datacenter NedZone
"
	NOC Telesmart Telekom is located in the area Skopje, Macedonia (Republic of Macedonia), and the colocation data center is not  carrier neutral. The data center was last updated on 04-11-2010.",NOC Telesmart Telekom,Macedonia,,1000,Skopje,NOC Telesmart Telekom,Telesmart Telekom
"
	Linxdatacenter St.Petersburg is located in the area Saint Petersburg (Sankt-Peterburg), Russia, and the colocation data center is  carrier neutral. The data center was last updated on 11-11-2010.",Linxdatacenter St.Petersburg,Russia,,197375,Saint Petersburg,Linxdatacenter St.Petersburg,Linxdatacenter
"
	Linxdatacenter Warsaw is located in the area Warsaw (Warszawa), Poland (Polska), and the colocation data center is  carrier neutral. The data center was last updated on 11-11-2010.",Linxdatacenter Warsaw,Poland,,02-001,Warsaw,Linxdatacenter Warsaw,Linxdatacenter
"
	PDC2 is located in the area Overijssel, The Netherlands (Holland), and the colocation data center is  carrier neutral. The data center was last updated on 30-03-2015.",PDC2,The Netherlands,Overijssel,7554 TC,Hengelo,PDC2,Previder
"
	Cosmonova Data Center is located in the area Kiev, Ukraine (Ukrayina), and the colocation data center is not  carrier neutral. The data center was last updated on 28-12-2012.",Cosmonova Data Center,Ukraine,,03680,Kiev,Cosmonova Data Center,Cosmonova LLC
"
	USNX Data Center is located in the area Jackson MS, USA (America), and the colocation data center is not  carrier neutral. The data center was last updated on 19-12-2014.",USNX Data Center,USA,Mississippi,39211,Jackson,USNX Data Center,U.S.NEXT
"
	Pixel Factory Data Center is located in the area Richmond, USA (America), and the colocation data center is  carrier neutral. The data center was last updated on 05-05-2016.",Pixel Factory Data Center,USA,Virginia,23005,Ashland,,Pixel Factory Data Center
"
	MegaFon Samara Data Center is located in the area Samara, Russia, and the colocation data center is not  carrier neutral. The data center was last updated on 26-11-2010.",MegaFon Samara Data Center,Russia,Samarskaya oblast,446087,Samara,MegaFon Samara Data Center,OJSC «MegaFon»
"
	Canhost is located in the area Kelowna, Canada, and the colocation data center is  carrier neutral. The data center was last updated on 30-11-2010.",Canhost,Canada,British Columbia,V1Y2E4,Kelowna,Canhost,Canhost Inc.
"
	Matrix is located in the area Sao Paulo (São Paulo), Brazil (Brasil), and the colocation data center is  carrier neutral. The data center was last updated on 01-12-2010.",Matrix,Brazil,SP,04756-010,Sao Paulo,Matrix,Matrix Internet S/A
"
	Netspace is located in the area Wellington, New Zealand, and the colocation data center is not  carrier neutral. The data center was last updated on 03-12-2010.",Netspace,New Zealand,,6012,Wellington,Netspace,Netspace Limited
"
	Appnor MSP is located in the area Bucharest, Romania, and the colocation data center is  carrier neutral. The data center was last updated on 26-11-2012.",Appnor MSP,Romania,Sector 1,014013,Bucharest,,Appnor MSP
"
	Sandbrook Park Data Centre is located in the area Manchester, United Kingdom (UK), and the colocation data center is not  carrier neutral. The data center was last updated on 07-12-2010.",Sandbrook Park Data Centre,United Kingdom,,OL11 1RY,Rochdale,Sandbrook Park Data Centre,Zen Internet
"
	Synergy Broadband State Street is located in the area Ann Arbor, USA (America), and the colocation data center is  carrier neutral. The data center was last updated on 06-12-2010.",Synergy Broadband State Street,USA,Michigan,48108,Ann Arbor,Synergy Broadband State Street,Synergy Broadband
"
	datasource 1 is located in the area Zug, Switzerland (Schweiz), and the colocation data center is not  carrier neutral. The data center was last updated on 06-12-2010.",datasource 1,Switzerland,Zug,6300,Zug,datasource 1,datasource schweiz
"
	Intiland Tower is located in the area Surabaya, Indonesia.",Intiland Tower,,,,,,
"
	Riaydh T2 is located in the area Riyadh (ar-Riya?), Saudi Arabia (Kingdom of Saudi Arabia (KSA)), and the colocation data center is not  carrier neutral. The data center was last updated on 11-12-2010.",Riaydh T2,Saudi Arabia,,8732 / 11492,Riyadh,Riaydh T2,Integrated Telecom Company Ltd.
"
	Jeddah T2 is located in the area Jeddah, Saudi arabia (Kingdom of Saudi Arabia (KSA)), and the colocation data center is not  carrier neutral. The data center was last updated on 11-12-2010.",Jeddah T2,Saudi arabia,,8732/ 11492,Jeddah,Jeddah T2,Integrated Telecom Company Ltd.
"
	PCPD is located in the area Trojmiasto, Poland (Polska), and the colocation data center is  carrier neutral. The data center was last updated on 14-12-2010.",PCPD,Poland,,80-299,Gdansk,,PCPD
"
	Khobar CLS is located in the area Khobar, Saudi arabia (Kingdom of Saudi Arabia (KSA)), and the colocation data center is not  carrier neutral. The data center was last updated on 11-12-2010.",Khobar CLS,Saudi arabia,,8732,Khobar,Khobar CLS,Integrated Telecom Company Ltd.
"
	datasource 2 is located in the area Zug, Switzerland (Schweiz), and the colocation data center is  carrier neutral. The data center was last updated on 06-12-2010.",datasource 2,Switzerland,Baar,6340,Baar,datasource 2,datasource schweiz
"
	Syptec - Salt Lake City is located in the area Salt Lake City, USA (America), and the colocation data center is  carrier neutral. The data center was last updated on 23-04-2015.",Syptec - Salt Lake City,USA,Utah,84111,Salt Lake City,Syptec - Salt Lake City,Syptec
"
	Syptec - Vegas is located in the area Las Vegas, USA (America), and the colocation data center is  carrier neutral. The data center was last updated on 23-04-2015.",Syptec - Vegas,USA,Nevada,89101,Las Vegas,Syptec - Vegas,Syptec
"
	Syptec - Phoenix is located in the area Phoenix, USA (America), and the colocation data center is not  carrier neutral. The data center was last updated on 23-04-2015.",Syptec - Phoenix,USA,Arizona,85003,Phoenix,Syptec - Phoenix,Syptec
"
	Syptec - San Jose is located in the area San Jose, USA (America), and the colocation data center is  carrier neutral. The data center was last updated on 23-04-2015.",Syptec - San Jose,USA,California,95054,San Jose,Syptec - San Jose,Syptec
"
	DataCloud is located in the area Aalst, Belgium, and the colocation data center is  carrier neutral. The data center was last updated on 17-12-2010.",DataCloud,Belgium,,9320,Erembodegem,DataCloud,LCL Belgium n.v. / s.a.
"
	MCS Datacenter 02 is located in the area Port Louis, Mauritius (Republic of Mauritius), and the colocation data center is  carrier neutral. The data center was last updated on 28-08-2012.",MCS Datacenter 02,Mauritius,,230,Port Louis,MCS Datacenter 02,Mauritius Computing Services Ltd
"
	BSH is located in the area Moscow, Russia, and the colocation data center is not  carrier neutral. The data center was last updated on 29-08-2011.",BSH,Russia,,123242,Moscow,BSH,Business Svyaz Holding
"
	NTP is located in the area Jakarta (Djakarta), Indonesia, and the colocation data center is  carrier neutral. The data center was last updated on 06-07-2011.",NTP,Indonesia,dki jakarta,12950,Jakarta Selatan,NTP,nexis inti persada
"
	Oceanet Technology is located in the area Nantes, France (Française), and the colocation data center is  carrier neutral. The data center was last updated on 30-01-2014.",Oceanet Technology,France,,44800,Saint-Herblain,,Oceanet Technology
"
	StratITsphere - Alpha is located in the area Houston, USA (America), and the colocation data center is  carrier neutral. The data center was last updated on 21-12-2010.",StratITsphere - Alpha,USA,Texas,77449,Katy,StratITsphere - Alpha,StratITsphere
"
	StratITsphere - Echo is located in the area Houston, USA (America), and the colocation data center is  carrier neutral. The data center was last updated on 21-12-2010.",StratITsphere - Echo,USA,Texas,77070,Houston,StratITsphere - Echo,StratITsphere
"
	DataLine/Borovaya is located in the area Moscow, Russia, and the colocation data center is not  carrier neutral. The data center was last updated on 20-01-2011.",DataLine/Borovaya,Russia,,111020,Moscow,DataLine/Borovaya,DataLine
"
	Data Ark - Stamford is located in the area Stamford, USA (America), and the colocation data center is  carrier neutral. The data center was last updated on 25-12-2010.",Data Ark - Stamford,USA,Connecticut,06902,Stamford,Data Ark - Stamford,"Data Ark Systems, LLC"
"
	Cyberneticos CPD is located in the area Cadiz, Spain (España), and the colocation data center is not  carrier neutral. The data center was last updated on 18-10-2012.",Cyberneticos CPD,Spain,Cádiz,11500,El Puerto de Santa María,,Cyberneticos CPD
"
	Datazone Datacenter Hasselt is located in the area Hasselt, Belgium, and the colocation data center is  carrier neutral. The data center was last updated on 02-01-2011.",Datazone Datacenter Hasselt,Belgium,,3500,Hasselt,Datazone Datacenter Hasselt,Datazone
"
	Lightower Farmingdale, NY is located in the area Long Island, USA (America), and the colocation data center is  carrier neutral. The data center was last updated on 03-01-2011.","Lightower Farmingdale, NY",USA,New York,11735,Farmingdale,"Lightower Farmingdale, NY",Lightower Fiber Networks
"
	RACK.BG is located in the area Sofia, Bulgaria, and the colocation data center is  carrier neutral. The data center was last updated on 18-05-2013.",RACK.BG,Bulgaria,,1407,Sofia,,RACK.BG
"
	HKCOLO.NET Cloud Computing Complex is located in the area Hong Kong, Hong Kong (Hong Kong, SAR of China), and the colocation data center is  carrier neutral. The data center was last updated on 18-07-2011.",HKCOLO.NET Cloud Computing Complex,Hong Kong,,-,Hong Kong,HKCOLO.NET Cloud Computing Complex,HKCOLO
"
	Artnet Data Center is located in the area Gdansk, Poland (Polska), and the colocation data center is  carrier neutral. The data center was last updated on 12-09-2016.",Artnet Data Center,Poland,Trojmiasto,80-557,Gdansk,Artnet Data Center,Artnet Sp. z o.o.
"
	ZitCom Datacenter is located in the area Skanderborg, Denmark (Danmark), and the colocation data center is not  carrier neutral. The data center was last updated on 07-01-2011.",ZitCom Datacenter,Denmark,,8660,Skanderborg,ZitCom Datacenter,ZitCom A/S
"
	StoweVT is located in the area Stowe, USA (America), and the colocation data center is not  carrier neutral. The data center was last updated on 07-01-2011.",StoweVT,USA,Vermont,05672,Stowe,StoweVT,Power shift
"
	Data Foundry - Texas 1 Data Center is located in the area Austin, USA (America), and the colocation data center is  carrier neutral. The data center was last updated on 13-07-2016.",Data Foundry - Texas 1 Data Center,USA,Texas,78744,Austin,Data Foundry - Texas 1 Data Center,Data Foundry
"
	InfiumDC is located in the area Kharkov, Ukraine (Ukrayina), and the colocation data center is not  carrier neutral. The data center was last updated on 08-01-2011.",InfiumDC,Ukraine,,61129,Kharkov,InfiumDC,Infiumhost
"
	200 South 10th Street is located in the area McAllen, USA (America).",200 South 10th Street,,,,,,
"
	Data Foundry - Houston Data Center is located in the area Houston, USA (America), and the colocation data center is  carrier neutral. The data center was last updated on 10-01-2011.",Data Foundry - Houston Data Center,USA,Texas,77056,Houston,Data Foundry - Houston Data Center,Data Foundry
"
	Global Iletisim DudulluDatacenter is located in the area Istanbul, Turkey (Türkiye), and the colocation data center is not  carrier neutral. The data center was last updated on 13-01-2011.",Global Iletisim DudulluDatacenter,Turkey,,34775,Istanbul,Global Iletisim DudulluDatacenter,Global Iletisim Hizmetleri A.S.
"
	Cizgi Telekomunikasyon A.S. is located in the area ISTANBUL, Turkey (Türkiye), and the colocation data center is  carrier neutral. The data center was last updated on 10-12-2013.",Cizgi Telekomunikasyon A.S.,Turkey,Mecidiyekoy,34390,Istanbul,Cizgi Telekomunikasyon A.S.,Cizgi Telekom A.S.
