description,title,country,region,postal code,locality,extend address,name
"
	ByteGrid Lynnwood is located in the area Lynnwood, USA (America), and the colocation data center is  carrier neutral. The data center was last updated on 26-07-2016.",ByteGrid Lynnwood,USA,Washington,98036,Lynnwood,ByteGrid Lynnwood,ByteGrid
"
	Sago Networks Tampa is located in the area Tampa, USA (America), and the colocation data center is  carrier neutral. The data center was last updated on 05-09-2007.",Sago Networks Tampa,USA,Florida,33611,Tampa,Sago Networks Tampa,Sago Networks
"
	Intradesk Data Center Rotterdam is located in the area Rotterdam, The Netherlands (Holland), and the colocation data center is  carrier neutral. The data center was last updated on 27-10-2008.",Intradesk Data Center Rotterdam,The Netherlands,,3024 EL,Rotterdam,Intradesk Data Center Rotterdam,Intradesk
"
	MarquisNet Riverside Data Center is located in the area Riverside, USA (America), and the colocation data center is  carrier neutral. The data center was last updated on 31-10-2008.",MarquisNet Riverside Data Center,USA,California,92507,Riverside,MarquisNet Riverside Data Center,"MarquisNetTM, LLC."
"
	InfoBunker is located in the area Des Moines, USA (America), and the colocation data center is  carrier neutral. The data center was last updated on 11-02-2011.",InfoBunker,USA,Iowa,50312,Des Moines,,InfoBunker
"
	Involta - Marion is located in the area Cedar Rapids, USA (America), and the colocation data center is  carrier neutral. The data center was last updated on 20-06-2011.",Involta - Marion,USA,Iowa,52406,Cedar Rapids,Involta - Marion,Involta
"
	FPT Data Center is located in the area Hanoi (Hà N?i), Vietnam (Socialist Republic of Vietnam), and the colocation data center is not  carrier neutral. The data center was last updated on 20-11-2009.",FPT Data Center,Vietnam,,84,Hanoi,,FPT Data Center
"
	redIT Santa Fe is located in the area Mexico City (Ciudad de México), Mexico (United Mexican States), and the colocation data center is  carrier neutral. The data center was last updated on 29-05-2012.",redIT Santa Fe,Mexico,,01210,Mexico City,redIT Santa Fe,redIT
"
	Infrastructure Technology Solutions is located in the area Monticello, USA (America), and the colocation data center is  carrier neutral. The data center was last updated on 07-05-2008.",Infrastructure Technology Solutions,USA,Iowa,52310,Monticello,,Infrastructure Technology Solutions
"
	redIT Monterrey is located in the area Monterrey (San Pedro Garza García), Mexico (United Mexican States), and the colocation data center is  carrier neutral. The data center was last updated on 29-05-2012.",redIT Monterrey,Mexico,Nuevo Leon,66265,Monterrey,redIT Monterrey,redIT
"
	Miami-Connect is located in the area Miami, USA (America), and the colocation data center is  carrier neutral. The data center was last updated on 11-01-2012.",Miami-Connect,USA,Florida,33132,Miami,Miami-Connect,"Miami-Connect, LLC"
"
	LightPoint Colocation & Hosting is located in the area Portland, USA (America), and the colocation data center is  carrier neutral. The data center was last updated on 26-01-2010.",LightPoint Colocation & Hosting,USA,Oregon,97205,Portland,LightPoint Colocation & Hosting,LightPoint
"
	I-Evolve Data Center is located in the area Buffalo, USA (America), and the colocation data center is  carrier neutral. The data center was last updated on 31-05-2012.",I-Evolve Data Center,USA,New York,14228,Buffalo,I-Evolve Data Center,i-evolve
"
	Emango Datacenter is located in the area Heerlen, The Netherlands (Holland), and the colocation data center is not  carrier neutral. The data center was last updated on 04-06-2009.",Emango Datacenter,The Netherlands,,6365 CX,Schinnen,Emango Datacenter,Emango Internet Services BV
"
	Synergy House is located in the area Manchester, United Kingdom (UK), and the colocation data center is  carrier neutral. The data center was last updated on 30-06-2008.",Synergy House,United Kingdom,,M15 6JJ,Manchester,Synergy House,The UK Grid Network LTD
"
	Quonix Networks is located in the area Philadelphia, USA (America), and the colocation data center is  carrier neutral. The data center was last updated on 27-07-2009.",Quonix Networks,USA,Pennsylvania,19103,Philadelphia,Quonix Networks,"Quonix Networks, Inc."
"
	Modesto City Tower is located in the area Modesto, USA (America), and the colocation data center is  carrier neutral. The data center was last updated on 19-05-2014.",Modesto City Tower,USA,California,95354,Modesto,Modesto City Tower,"Ayera Technologies, Inc."
"
	Fibernet Corp is located in the area Orem, USA (America), and the colocation data center is  carrier neutral. The data center was last updated on 28-01-2009.",Fibernet Corp,USA,Utah,84097,Orem,,Fibernet Corp
"
	TierPoint Spokane is located in the area Spokane, USA (America), and the colocation data center is  carrier neutral. The data center was last updated on 26-03-2014.",TierPoint Spokane,USA,Washington,99019,Liberty Lake,TierPoint Spokane,TierPoint
"
	Latisys-Denver is located in the area Denver, USA (America), and the colocation data center is  carrier neutral. The data center was last updated on 11-01-2008.",Latisys-Denver,USA,Colorado,80112,Englewood,Latisys-Denver,Latisys
"
	Latisys-Irvine is located in the area Irvine, USA (America), and the colocation data center is  carrier neutral. The data center was last updated on 16-06-2010.",Latisys-Irvine,USA,California,92614,Irvine,Latisys-Irvine,Latisys
"
	Hosting.UA is located in the area Odessa, Ukraine (Ukrayina), and the colocation data center is  carrier neutral. The data center was last updated on 23-09-2007.",Hosting.UA,Ukraine,,65001,Odessa,Hosting.UA,LLC Future Technologies
"
	Serverphase.com is located in the area Dallas, USA (America), and the colocation data center is not  carrier neutral. The data center was last updated on 10-06-2014.",Serverphase.com,USA,Texas,75006,Carrollton,Serverphase.com,M&A Technology Inc.
"
	EvoSwitch AMS1 is located in the area Amsterdam, The Netherlands (Holland), and the colocation data center is  carrier neutral. The data center was last updated on 04-08-2014.",EvoSwitch AMS1,The Netherlands,,2031 BE,Amsterdam,EvoSwitch AMS1,EvoSwitch
"
	ATAC is located in the area South West Virginia, USA (America), and the colocation data center is  carrier neutral. The data center was last updated on 14-11-2008.",ATAC,USA,Virginia,24244,Duffield,ATAC,"OnePartner, LLC."
"
	ipHouse is located in the area Minneapolis, USA (America), and the colocation data center is  carrier neutral. The data center was last updated on 21-05-2008.",ipHouse,USA,Minnesota,55401,Minneapolis,,ipHouse
"
	NEPHAX Data Center is located in the area Trojmiasto, Poland (Polska), and the colocation data center is  carrier neutral. The data center was last updated on 30-03-2011.",NEPHAX Data Center,Poland,,80-807,Gdansk,NEPHAX Data Center,CIS NEPHAX
"
	TelecityGroup DUB2 is located in the area Dublin, Ireland (Éire), and the colocation data center is  carrier neutral. The data center was last updated on 01-10-2015.",TelecityGroup DUB2,Ireland,,D22,Dublin,TelecityGroup DUB2,TelecityGroup
"
	Orange County Internet Exchange is located in the area Irvine, USA (America), and the colocation data center is  carrier neutral. The data center was last updated on 15-05-2008.",Orange County Internet Exchange,USA,California,92705,Santa Ana,Orange County Internet Exchange,Telekenex Inc.
"
	Gigahost is located in the area Sandefjord, Norway (Norge), and the colocation data center is not  carrier neutral. The data center was last updated on 17-10-2007.",Gigahost,Norway,,3223,Sandefjord,Gigahost,GigaHost DA
"
	Data Foundry - Austin Data Center is located in the area Austin, USA (America), and the colocation data center is  carrier neutral. The data center was last updated on 10-01-2011.",Data Foundry - Austin Data Center,USA,Texas,78741,Austin,Data Foundry - Austin Data Center,Data Foundry
"
	Liquid Web DC2 is located in the area Lansing, USA (America), and the colocation data center is not  carrier neutral. The data center was last updated on 17-10-2007.",Liquid Web DC2,USA,Michigan,48917,Lansing,Liquid Web DC2,Liquid Web Inc.
"
	GIPNetworks Plano is located in the area Dallas, USA (America), and the colocation data center is  carrier neutral. The data center was last updated on 20-02-2011.",GIPNetworks Plano,USA,Texas,75074,Plano,GIPNetworks Plano,Plano Data Center | Global IP Networks
"
	Liquid Web DC1 is located in the area Lansing, USA (America), and the colocation data center is not  carrier neutral. The data center was last updated on 18-10-2007.",Liquid Web DC1,USA,Michigan,48917,Lansing,Liquid Web DC1,Liquid Web Inc.
"
	Interconnect is located in the area s-Hertogenbosch ('s-Hertogenbosch), The Netherlands (Holland), and the colocation data center is not  carrier neutral. The data center was last updated on 19-01-2012.",Interconnect,The Netherlands,,5215 MG,'s-Hertogenbosch,Interconnect,Interconnect Services BV
"
	Green House Data is located in the area Cheyenne, USA (America), and the colocation data center is  carrier neutral. The data center was last updated on 20-07-2015.",Green House Data,USA,Wyoming,82007,Cheyenne,,Green House Data
"
	SYNAPSECOM Athens SNC-2 is located in the area Athens (Athina), Greece (Hellenic Republic), and the colocation data center is  carrier neutral. The data center was last updated on 29-03-2017.",SYNAPSECOM Athens SNC-2,Greece,,13341,Ano Liosia,SYNAPSECOM Athens SNC-2,Synapsecom Telecoms
"
	Ethoplex is located in the area Milwaukee, USA (America), and the colocation data center is  carrier neutral. The data center was last updated on 07-12-2010.",Ethoplex,USA,Wisconsin,53022,Germantown,,Ethoplex
"
	The Dataport is located in the area Ballasalla, Isle of Man, and the colocation data center is  carrier neutral. The data center was last updated on 10-02-2011.",The Dataport,Isle of Man,,IM9 2AP,Ballasalla,The Dataport,Netcetera
"
	Aruba.it is located in the area Arezzo, Italy (Italia), and the colocation data center is  carrier neutral. The data center was last updated on 07-11-2007.",Aruba.it,Italy,,52100,Arezzo,Aruba.it,Aruba S.p.A.
"
	Gotham Bus is located in the area Long Island, USA (America), and the colocation data center is not  carrier neutral. The data center was last updated on 31-12-2008.",Gotham Bus,USA,New York,11766,Mt. Sinai,Gotham Bus,The Gotham Bus Company Inc.
"
	Springs Hosting is located in the area Colorado Springs, USA (America), and the colocation data center is  carrier neutral. The data center was last updated on 21-05-2008.",Springs Hosting,USA,Colorado,80910,Colorado Springs,,Springs Hosting
"
	GET Long Island is located in the area Long Island, USA (America), and the colocation data center is not  carrier neutral. The data center was last updated on 18-12-2007.",GET Long Island,USA,New York,11805,Hicksville,GET Long Island,"Global Enterprise Technologies, Inc."
"
	Surfplanet Datacenter is located in the area Cologne (Köln), Germany (Deutschland), and the colocation data center is  carrier neutral. The data center was last updated on 03-06-2009.",Surfplanet Datacenter,Germany,,51063,Cologne,Surfplanet Datacenter,Surfplanet GmbH
"
	Hot Site Data Center is located in the area Cincinnati, USA (America), and the colocation data center is  carrier neutral. The data center was last updated on 29-10-2008.",Hot Site Data Center,USA,Ohio,45211,Cincinnati,,Hot Site Data Center
"
	Dedicated Server Store is located in the area Miami, USA (America), and the colocation data center is  carrier neutral. The data center was last updated on 02-01-2008.",Dedicated Server Store,USA,Florida,33142,Miami,Dedicated Server Store,Stealth - ISS Inc.
"
	Spectrum Softtech Solutions is located in the area Cochin, India, and the colocation data center is  carrier neutral. The data center was last updated on 18-12-2007.",Spectrum Softtech Solutions,India,Kerala,682011,Ernakulam,Spectrum Softtech Solutions,Spectrum Softtech Solutions ( P ) Ltd.
"
	BCE Broadcasting Center Europe is located in the area Luxembourg, Luxembourg (Luxemburg), and the colocation data center is  carrier neutral. The data center was last updated on 20-09-2011.",BCE Broadcasting Center Europe,Luxembourg,,1543,Kirchberg,BCE Broadcasting Center Europe,Broadcasting Center Europe
"
	Stone Mountain Data Complex is located in the area Olive Hill, USA (America), and the colocation data center is  carrier neutral. The data center was last updated on 08-09-2008.",Stone Mountain Data Complex,USA,Kentucky,41164,Olive Hill,Stone Mountain Data Complex,"Stone Mountain Dataplex, Inc."
"
	PCI is located in the area Buffalo, USA (America), and the colocation data center is  carrier neutral. The data center was last updated on 22-10-2008.",PCI,USA,New York,14203,Buffalo,PCI,"Personal Computers, Inc."
"
	Awecomm Technologies is located in the area Detroit, USA (America), and the colocation data center is  carrier neutral. The data center was last updated on 05-11-2010.",Awecomm Technologies,USA,Michigan,48084,Troy,,Awecomm Technologies
"
	NetStandard is located in the area Kansas City KS, USA (America), and the colocation data center is not  carrier neutral. The data center was last updated on 19-10-2007.",NetStandard,USA,Kansas,66106,Kansas City,NetStandard,NetStandard Inc.
"
	PRISM Technologies is located in the area Albuquerque, USA (America), and the colocation data center is  carrier neutral. The data center was last updated on 06-05-2008.",PRISM Technologies,USA,New Mexico,87102,Albuquerque,,PRISM Technologies
"
	TierPoint Oklahoma City #2 is located in the area Oklahoma City, USA (America), and the colocation data center is  carrier neutral. The data center was last updated on 26-03-2014.",TierPoint Oklahoma City #2,USA,Oklahoma,73112,Oklahoma City,TierPoint Oklahoma City #2,TierPoint
"
	TierPoint Oklahoma City #1 is located in the area Oklahoma City, USA (America), and the colocation data center is  carrier neutral. The data center was last updated on 26-03-2014.",TierPoint Oklahoma City #1,USA,Oklahoma,73112,Oklahoma City,TierPoint Oklahoma City #1,TierPoint
"
	TierPoint Oklahoma-Tulsa is located in the area Tulsa, USA (America), and the colocation data center is  carrier neutral. The data center was last updated on 26-03-2014.",TierPoint Oklahoma-Tulsa,USA,Oklahoma,74120,Tulsa,TierPoint Oklahoma-Tulsa,TierPoint
"
	Micron21 Melbourne Datacentre is located in the area Melbourne (Victoria), Australia, and the colocation data center is  carrier neutral. The data center was last updated on 04-11-2008.",Micron21 Melbourne Datacentre,Australia,Victoria,3137,Melbourne,Micron21 Melbourne Datacentre,"Micron21 Pty, Ltd."
"
	SevenL Networks is located in the area Toronto, Canada, and the colocation data center is not  carrier neutral. The data center was last updated on 21-10-2008.",SevenL Networks,Canada,,M5A1Z1,Toronto,SevenL Networks,SevenL Networks Inc.
"
	DATACENTRUM MORAVIA is located in the area Olomouc, Czech Republic, and the colocation data center is not  carrier neutral. The data center was last updated on 16-06-2008.",DATACENTRUM MORAVIA,Czech Republic,,77200,Olomouc,DATACENTRUM MORAVIA,MERIT GROUP a.s.
"
	Servernet Services P Ltd is located in the area Chennai, India, and the colocation data center is not  carrier neutral. The data center was last updated on 20-06-2013.",Servernet Services P Ltd,India,Tamilnadu,600041,Chennai,,Servernet Services P Ltd
"
	solana.hk is located in the area Hong Kong, Hong Kong (Hong Kong, SAR of China), and the colocation data center is  carrier neutral. The data center was last updated on 12-11-2008.",solana.hk,Hong Kong,,Chaiwan,Hong Kong,,solana.hk
"
	SotaConnect Data Centre is located in the area Kent, United Kingdom (UK), and the colocation data center is  carrier neutral. The data center was last updated on 07-09-2007.",SotaConnect Data Centre,United Kingdom,,ME9 8PX,Sittingbourne,SotaConnect Data Centre,Sota Solutions Limited
"
	Ann Arbor Data Center is located in the area Ann Arbor, USA (America), and the colocation data center is  carrier neutral. The data center was last updated on 25-02-2015.",Ann Arbor Data Center,USA,Michigan,48104,Ann Arbor,Ann Arbor Data Center,Online Tech
"
	Options Data Centre is located in the area London, United Kingdom (UK), and the colocation data center is  carrier neutral. The data center was last updated on 11-01-2008.",Options Data Centre,United Kingdom,,NW10 7NU,London,Options Data Centre,Options Technology Ltd.
"
	Mid-Michigan Data Center is located in the area Flint, USA (America), and the colocation data center is  carrier neutral. The data center was last updated on 09-06-2015.",Mid-Michigan Data Center,USA,Michigan,48507,Flint,Mid-Michigan Data Center,Online Tech
"
	Hosting Data Center Brasov is located in the area Brasov, Romania, and the colocation data center is not  carrier neutral. The data center was last updated on 23-08-2013.",Hosting Data Center Brasov,Romania,,500030,Brasov,Hosting Data Center Brasov,Telekom Romania Communications
"
	Hosting Data Center Brasov #2 is located in the area Brasov, Romania, and the colocation data center is not  carrier neutral. The data center was last updated on 23-08-2013.",Hosting Data Center Brasov #2,Romania,,500365,Brasov,Hosting Data Center Brasov #2,Telekom Romania Communications
"
	Smart City is located in the area Orlando, USA (America), and the colocation data center is  carrier neutral. The data center was last updated on 09-10-2008.",Smart City,USA,Florida,32810,Orlando,Smart City,"Smart City Holdings, LLC"
"
	Hosting Data Center Bucharest is located in the area Bucharest, Romania, and the colocation data center is not  carrier neutral. The data center was last updated on 23-08-2013.",Hosting Data Center Bucharest,Romania,,061391,Bucharest,Hosting Data Center Bucharest,Telekom Romania Communications
"
	123Net DC2 is located in the area Detroit, USA (America), and the colocation data center is  carrier neutral. The data center was last updated on 25-05-2012.",123Net DC2,USA,Michigan,48075,Southfield,123Net DC2,"123Net, Inc."
"
	SolutionPro Boise Idaho is located in the area Boise, USA (America), and the colocation data center is  carrier neutral. The data center was last updated on 14-01-2010.",SolutionPro Boise Idaho,USA,Idaho,83709,Boise,SolutionPro Boise Idaho,SolutionPro Inc
"
	Pugmarks is located in the area Chicago, USA (America), and the colocation data center is not  carrier neutral. The data center was last updated on 02-01-2008.",Pugmarks,USA,Illinois,60563,Naperville,Pugmarks,Pugmarks Inc.
"
	PT Prime Picoas is located in the area Lisbon (Lisboa), Portugal, and the colocation data center is not  carrier neutral. The data center was last updated on 22-09-2008.",PT Prime Picoas,Portugal,,1069 - 300,Picoas,PT Prime Picoas,PT Prime
"
	PT Prime Tenente Valadim is located in the area Porto, Portugal, and the colocation data center is not  carrier neutral. The data center was last updated on 22-09-2008.",PT Prime Tenente Valadim,Portugal,,4100 - 459,Tenente Valadim,PT Prime Tenente Valadim,PT Prime
"
	PT Prime Carnide is located in the area Lisbon (Lisboa), Portugal, and the colocation data center is not  carrier neutral. The data center was last updated on 22-09-2008.",PT Prime Carnide,Portugal,,1500 - 441,Carnide,PT Prime Carnide,PT Prime
"
	SVTIX is located in the area San Jose, USA (America), and the colocation data center is  carrier neutral. The data center was last updated on 18-10-2007.",SVTIX,USA,California,95126,San Jose,SVTIX,Silicon Valley Telecom & Internet Exchange
"
	Oso Secure is located in the area Albuquerque, USA (America), and the colocation data center is  carrier neutral. The data center was last updated on 28-04-2008.",Oso Secure,USA,New Mexico,87109,Albuquerque,Oso Secure,OSO Technologies
"
	GigaCenter is located in the area Kelowna, Canada, and the colocation data center is  carrier neutral. The data center was last updated on 24-01-2012.",GigaCenter,Canada,,V1Y 6H7,Kelowna,GigaCenter,RackForce
"
	Appica Cincinnati Metro is located in the area Cincinnati, USA (America), and the colocation data center is  carrier neutral. The data center was last updated on 28-10-2013.",Appica Cincinnati Metro,USA,Ohio,45202,Cincinnati,Appica Cincinnati Metro,Immedion
"
	Optiquest Datacenter is located in the area The Woodlands, USA (America), and the colocation data center is not  carrier neutral. The data center was last updated on 25-07-2008.",Optiquest Datacenter,USA,Texas,77380,The Woodlands,Optiquest Datacenter,"Optiquest Internet Services, Inc."
"
	Sofia-connect Ltd is located in the area Sofia, Bulgaria, and the colocation data center is  carrier neutral. The data center was last updated on 20-01-2010.",Sofia-connect Ltd,Bulgaria,,1504,Sofia,Sofia-connect Ltd,Sofia Connect
"
	Worldspice is located in the area Memphis, USA (America), and the colocation data center is not  carrier neutral. The data center was last updated on 25-03-2008.",Worldspice,USA,Tennessee,38157,Memphis,Worldspice,WorldSpice Technologies
"
	SimpleNet Colo is located in the area San Diego, USA (America), and the colocation data center is not  carrier neutral. The data center was last updated on 29-02-2008.",SimpleNet Colo,USA,California,92101,San Diego,SimpleNet Colo,"SimpleNet, Inc."
"
	226 North Fifth Street is located in the area Columbus, USA (America).",226 North Fifth Street,,,,,,
"
	SAVEHOUSE MONTREUIL is located in the area Paris, France (Française), and the colocation data center is not  carrier neutral. The data center was last updated on 30-07-2008.",SAVEHOUSE MONTREUIL,France,,93100,Montreuil sous Bois,SAVEHOUSE MONTREUIL,Saveho
"
	Si Bs Dc is located in the area Brescia, Italy (Italia), and the colocation data center is not  carrier neutral. The data center was last updated on 20-10-2008.",Si Bs Dc,Italy,,25125,Brescia,Si Bs Dc,Servizi Internet S.r.l.
"
	Sofia Connect 2 is located in the area Sofia, Bulgaria, and the colocation data center is  carrier neutral. The data center was last updated on 19-01-2010.",Sofia Connect 2,Bulgaria,,1000,Sofia,Sofia Connect 2,Sofia Connect
"
	Schuberg Philis is located in the area Schiphol-Rijk, The Netherlands (Holland), and the colocation data center is  carrier neutral. The data center was last updated on 24-09-2007.",Schuberg Philis,The Netherlands,,1119 PD,Schiphol-Rijk,,Schuberg Philis
"
	Neuviz Batam Data Center is located in the area Batam, indonesia, and the colocation data center is  carrier neutral. The data center was last updated on 19-05-2016.",Neuviz Batam Data Center,indonesia,,29463,Sei baloi,Neuviz Batam Data Center,PT Prestasi Piranti Informasi
"
	NEXCESS.NET DC1 is located in the area Detroit, USA (America), and the colocation data center is not  carrier neutral. The data center was last updated on 21-11-2013.",NEXCESS.NET DC1,USA,Michigan,48124,Dearborn,NEXCESS.NET DC1,NEXCESS.NET L.L.C.
"
	Bhumishq Data Centre is located in the area Reduit (Le Reduit), Mauritius (Republic of Mauritius), and the colocation data center is  carrier neutral. The data center was last updated on 29-08-2008.",Bhumishq Data Centre,Mauritius,,00000,Ebene,Bhumishq Data Centre,Bhumishq Technologies Ltd.
"
	QITX / CDMS is located in the area Montreal, Canada, and the colocation data center is not  carrier neutral. The data center was last updated on 18-11-2013.",QITX / CDMS,Canada,Québec,H3A 2E3,Montréal,QITX / CDMS,QITX inc
"
	NEXCESS.NET DC2 is located in the area Detroit, USA (America), and the colocation data center is  carrier neutral. The data center was last updated on 21-11-2013.",NEXCESS.NET DC2,USA,Michigan,48075,Southfield,NEXCESS.NET DC2,NEXCESS.NET L.L.C.
"
	ServOnDemand is located in the area Detroit, USA (America), and the colocation data center is  carrier neutral. The data center was last updated on 16-11-2009.",ServOnDemand,USA,Michigan,48075,Southfield,,ServOnDemand
"
	GlobalWays StreamHost Stuttgart is located in the area Stuttgart, Germany (Deutschland), and the colocation data center is  carrier neutral. The data center was last updated on 27-12-2008.",GlobalWays StreamHost Stuttgart,Germany,,70174,Stuttgart,GlobalWays StreamHost Stuttgart,Globalways AG
"
	TierPoint Omaha-Bellevue is located in the area Omaha, USA (America), and the colocation data center is  carrier neutral. The data center was last updated on 23-02-2017.",TierPoint Omaha-Bellevue,USA,Nebraska,68005,Bellevue,TierPoint Omaha-Bellevue,TierPoint
"
	Key Info (Agoura Ct) is located in the area Los Angeles, USA (America), and the colocation data center is  carrier neutral. The data center was last updated on 06-06-2014.",Key Info (Agoura Ct),USA,California,91301,Agoura Hills,Key Info (Agoura Ct),Key Information Systems
"
	Key Info (Canwood) is located in the area Los Angeles, USA (America), and the colocation data center is  carrier neutral. The data center was last updated on 06-06-2014.",Key Info (Canwood),USA,California,91301,Agoura Hills,Key Info (Canwood),Key Information Systems
"
	IWB Datacenter is located in the area Basel, Switzerland (Schweiz), and the colocation data center is  carrier neutral. The data center was last updated on 05-09-2014.",IWB Datacenter,Switzerland,,4002,Basel,IWB Datacenter,IWB
"
	Aixit 2 is located in the area Frankfurt (Frankfurt am Main), Germany (Deutschland), and the colocation data center is  carrier neutral. The data center was last updated on 27-01-2010.",Aixit 2,Germany,Hessen,63067,Offenbach am Main,Aixit 2,aixit GmbH
"
	CORETX is located in the area Bournemouth, United Kingdom (UK), and the colocation data center is  carrier neutral. The data center was last updated on 22-08-2016.",CORETX,United Kingdom,,BH1 1AZ,Poole,,CORETX
"
	CeraNet DC1 is located in the area Columbus, USA (America), and the colocation data center is  carrier neutral. The data center was last updated on 17-09-2015.",CeraNet DC1,USA,Ohio,43230,Columbus,CeraNet DC1,"CeraNet, Inc."
"
	Aixit Frankfurt is located in the area Frankfurt (Frankfurt am Main), Germany (Deutschland), and the colocation data center is  carrier neutral. The data center was last updated on 27-01-2010.",Aixit Frankfurt,Germany,,60313,Frankfurt,Aixit Frankfurt,aixit GmbH
"
	colozueri.ch is located in the area Zürich, Switzerland (Schweiz), and the colocation data center is  carrier neutral. The data center was last updated on 28-12-2011.",colozueri.ch,Switzerland,,8048,Zürich,colozueri.ch,colozüri.ch AG
"
	Atlanta NAP is located in the area Atlanta, USA (America), and the colocation data center is  carrier neutral. The data center was last updated on 06-01-2014.",Atlanta NAP,USA,Georgia,30310,Atlanta,Atlanta NAP,Global Net Acces
"
	CISP is located in the area Toledo, USA (America), and the colocation data center is not  carrier neutral. The data center was last updated on 18-02-2008.",CISP,USA,Ohio,43615,Toledo,,CISP
"
	Vernon Data Center is located in the area Los Angeles, USA (America), and the colocation data center is  carrier neutral. The data center was last updated on 20-03-2008.",Vernon Data Center,USA,California,90058,Vernon,Vernon Data Center,"Downtown Properties Holdings, LLC"
"
	Pulsant - Reading East 1/2 is located in the area Berkshire, United Kingdom (UK), and the colocation data center is  carrier neutral. The data center was last updated on 04-08-2015.",Pulsant - Reading East 1/2,United Kingdom,,RG6 1AZ,Reading,Pulsant - Reading East 1/2,Pulsant Ltd
"
	818 West 7th Street is located in the area Los Angeles, USA (America).",818 West 7th Street,,,,,,
"
	IO is located in the area Phoenix, USA (America), and the colocation data center is  carrier neutral. The data center was last updated on 22-07-2016.",IO,USA,Arizona,85255,Scottsdale,,IO
"
	Colosseum Online Inc. is located in the area Toronto, Canada, and the colocation data center is not  carrier neutral. The data center was last updated on 28-12-2007.",Colosseum Online Inc.,Canada,,M3J 3K4,Toronto,,Colosseum Online Inc.
"
	IO is located in the area Edison, USA (America), and the colocation data center is  carrier neutral. The data center was last updated on 09-06-2016.",IO,USA,New Jersey,08837,Edison,,IO
"
	1102 GRAND is located in the area Kansas City MO, USA (America), and the colocation data center is  carrier neutral. The data center was last updated on 15-02-2010.",1102 GRAND,USA,Missouri,64106,Kansas City,1102 GRAND,"1102 GRAND, LLC"
"
	Data Center Vista is located in the area Singapore, Singapore, and the colocation data center is  carrier neutral. The data center was last updated on 08-06-2008.",Data Center Vista,Singapore,,117612,Singapore,Data Center Vista,Data Center Vista Pte Ltd.
"
	4dv.net is located in the area Denver, USA (America), and the colocation data center is  carrier neutral. The data center was last updated on 08-10-2007.",4dv.net,USA,Colorado,80112,Englewood,,4dv.net
"
	111 Eight Avenue is located in the area New York, USA (America).",111 Eight Avenue,,,,,,
"
	151 Front Street West is located in the area Toronto, Canada.",151 Front Street West,,,,,,
"
	INFOMART DALLAS is located in the area Dallas, USA (America).",INFOMART DALLAS,,,,,,
"
	AAPT Glebe is located in the area Sydney (New South Wales), Australia, and the colocation data center is  carrier neutral. The data center was last updated on 13-10-2007.",AAPT Glebe,Australia,New South Wales,NS 2037,Glebe,AAPT Glebe,AAPT
"
	AAPT Haymarket is located in the area Sydney (New South Wales), Australia, and the colocation data center is  carrier neutral. The data center was last updated on 13-10-2007.",AAPT Haymarket,Australia,New South Wales,NS 2006,Haymarket,AAPT Haymarket,AAPT
"
	AAPT Brisbane is located in the area Brisbane (Queensland), Australia, and the colocation data center is  carrier neutral. The data center was last updated on 13-10-2007.",AAPT Brisbane,Australia,Queensland,QL 4000,Brisbane,AAPT Brisbane,AAPT
"
	AAPT Adelaide is located in the area Adelaide (South Australia), Australia, and the colocation data center is  carrier neutral. The data center was last updated on 13-10-2007.",AAPT Adelaide,Australia,South Australia,SA 5000,Adelaide,AAPT Adelaide,AAPT
"
	AAPT Richmond (Melbourne) is located in the area Melbourne (Victoria), Australia, and the colocation data center is  carrier neutral. The data center was last updated on 08-08-2008.",AAPT Richmond (Melbourne),Australia,Victoria,3043,Richmond,AAPT Richmond (Melbourne),AAPT
"
	ANET Chicago is located in the area Chicago, USA (America), and the colocation data center is  carrier neutral. The data center was last updated on 21-10-2007.",ANET Chicago,USA,Illinois,60606,Chicago,ANET Chicago,ANET Internet Solutions
"
	TierPoint Dallas is located in the area Dallas, USA (America), and the colocation data center is  carrier neutral. The data center was last updated on 23-02-2017.",TierPoint Dallas,USA,Texas,75247,Dallas,TierPoint Dallas,TierPoint
"
	C I Host Dallas is located in the area Dallas, USA (America), and the colocation data center is not  carrier neutral. The data center was last updated on 21-10-2007.",C I Host Dallas,USA,Texas,76021,Bredford,C I Host Dallas,C I Host
"
	365 Data Centers - Emeryville is located in the area Emeryville, USA (America), and the colocation data center is  carrier neutral. The data center was last updated on 10-02-2015.",365 Data Centers - Emeryville,USA,California,94608,Emeryville,365 Data Centers - Emeryville,365 Data Centers
"
	C I Host Chicago is located in the area Chicago, USA (America), and the colocation data center is not  carrier neutral. The data center was last updated on 21-10-2007.",C I Host Chicago,USA,Illinois,60610,Chicago,C I Host Chicago,C I Host
"
	C I Host Newark is located in the area Newark, USA (America), and the colocation data center is not  carrier neutral. The data center was last updated on 21-10-2007.",C I Host Newark,USA,New Jersey,07102,Newark,C I Host Newark,C I Host
"
	BIT-2 Datacenter is located in the area Ede, The Netherlands (Holland), and the colocation data center is  carrier neutral. The data center was last updated on 08-08-2011.",BIT-2 Datacenter,The Netherlands,,6716 BV,Ede,BIT-2 Datacenter,BIT BV
