description,title,country,region,postal code,locality,extend address,name
"
	Toronto West is located in the area Toronto, Canada, and the colocation data center is  carrier neutral. The data center was last updated on 25-03-2013.",Toronto West,Canada,Ontario,M8W 4W3,Etobicoke,Toronto West,Cogeco Data Services Inc.
"
	Barrie Data Centre is located in the area Barrie, Canada, and the colocation data center is  carrier neutral. The data center was last updated on 25-03-2013.",Barrie Data Centre,Canada,ON,L4N 0B7,Barrie,Barrie Data Centre,Cogeco Data Services Inc.
"
	ServeisWeb is located in the area Girona, Spain (España), and the colocation data center is not  carrier neutral. The data center was last updated on 28-03-2013.",ServeisWeb,Spain,Girona,17458,Fornells de la Selva,ServeisWeb,SW Hosting
"
	MegaHostZone is located in the area Kolkata, india, and the colocation data center is not  carrier neutral. The data center was last updated on 10-04-2013.",MegaHostZone,india,West Bengal,742102,Berhampore,MegaHostZone,Megahostzone
"
	Data Center GVT Curitiba is located in the area Curitiba, Brazil (Brasil), and the colocation data center is not  carrier neutral. The data center was last updated on 02-04-2013.",Data Center GVT Curitiba,Brazil,Paraná,80215-000,Curitiba,Data Center GVT Curitiba,GVT
"
	DC GVT São Paulo - Guarulhos is located in the area Sao Paulo (São Paulo), Brazil (Brasil), and the colocation data center is not  carrier neutral. The data center was last updated on 03-04-2013.",DC GVT São Paulo - Guarulhos,Brazil,São Paulo,07094-000,Guarulhos,DC GVT São Paulo - Guarulhos,GVT
"
	Data Center GVT Rio de Janeiro is located in the area Rio de Janeiro, Brazil (Brasil), and the colocation data center is not  carrier neutral. The data center was last updated on 02-04-2013.",Data Center GVT Rio de Janeiro,Brazil,Rio de Janeiro,20220-090,Rio de Janeiro,Data Center GVT Rio de Janeiro,GVT
"
	OFFSITE is located in the area Kenosha, USA (America), and the colocation data center is not  carrier neutral. The data center was last updated on 02-04-2013.",OFFSITE,USA,Wisconsin,53140,Kenosha,,OFFSITE
"
	Endeavor - Honolulu Data Center is located in the area Honolulu, USA (America), and the colocation data center is  carrier neutral. The data center was last updated on 08-04-2013.",Endeavor - Honolulu Data Center,USA,Hawaii,96819,Honolulu,Endeavor - Honolulu Data Center,"Systemmetrics - Honolulu, Hawaii - Data Center"
"
	Vocus Data Centre - ALbany is located in the area Auckland, New Zealand, and the colocation data center is  carrier neutral. The data center was last updated on 05-04-2013.",Vocus Data Centre - ALbany,New Zealand,,0632,Albany,Vocus Data Centre - ALbany,Vocus Communications
"
	Vocus Data Centre - Chrischurch is located in the area Christchurch, New Zealand, and the colocation data center is  carrier neutral. The data center was last updated on 05-04-2013.",Vocus Data Centre - Chrischurch,New Zealand,,7471,Burnside,Vocus Data Centre - Chrischurch,Vocus Communications
"
	Vocus Data Centre - Steel River is located in the area Newcastle AU, Australia, and the colocation data center is  carrier neutral. The data center was last updated on 05-04-2013.",Vocus Data Centre - Steel River,Australia,NSW,2304,Mayfield,Vocus Data Centre - Steel River,Vocus Communications
"
	Vocus Data Centre - Denison is located in the area Newcastle AU, Australia, and the colocation data center is not  carrier neutral. The data center was last updated on 05-04-2013.",Vocus Data Centre - Denison,Australia,NSW,2302,Newcastle,Vocus Data Centre - Denison,Vocus Communications
"
	GDS Chengdu Data Center is located in the area Chengdu, China, and the colocation data center is  carrier neutral. The data center was last updated on 07-04-2013.",GDS Chengdu Data Center,China,,611730,Chengdu,GDS Chengdu Data Center,GDS
"
	GDS Shenzhen  Futian Data Center is located in the area Shenzhen, China, and the colocation data center is  carrier neutral. The data center was last updated on 07-04-2013.",GDS Shenzhen  Futian Data Center,China,,518045,Shenzhen,GDS Shenzhen  Futian Data Center,GDS
"
	Xentime is located in the area Kiev, Ukraine (Ukrayina), and the colocation data center is not  carrier neutral. The data center was last updated on 07-04-2013.",Xentime,Ukraine,,04107,Kiev,,Xentime
"
	GDS Waigaoqiao Data Center is located in the area Shanghai, China, and the colocation data center is  carrier neutral. The data center was last updated on 08-04-2013.",GDS Waigaoqiao Data Center,China,,200131,Shanghai,GDS Waigaoqiao Data Center,GDS
"
	GDS Kunshan Data Center is located in the area Shanghai, China, and the colocation data center is  carrier neutral. The data center was last updated on 08-04-2013.",GDS Kunshan Data Center,China,,215332,Kunshan,GDS Kunshan Data Center,GDS
"
	DATACENTER LYON 3 is located in the area LYON, France (Française), and the colocation data center is not  carrier neutral. The data center was last updated on 08-04-2013.",DATACENTER LYON 3,France,France,69100,Villeurbanne,DATACENTER LYON 3,ELB Group
"
	Adentro Data Center Solutions is located in the area Porto Alegre, Brazil (Brasil), and the colocation data center is not  carrier neutral. The data center was last updated on 08-04-2013.",Adentro Data Center Solutions,Brazil,Rio Grande do Sul,90240-552,São Geraldo,Adentro Data Center Solutions,ADENTRO DATA CENTER SOLUTIONS LTDA
"
	Elb.it is located in the area Milan (Milano), Italy (Italia), and the colocation data center is not  carrier neutral. The data center was last updated on 09-04-2013.",Elb.it,Italy,,20143,Milan,,Elb.it
"
	Stack Kazan is located in the area Kazan, Russia, and the colocation data center is not  carrier neutral. The data center was last updated on 06-05-2014.",Stack Kazan,Russia,,420111,Kazan,,Stack Kazan
"
	Comlink is located in the area Lansing, USA (America), and the colocation data center is not  carrier neutral. The data center was last updated on 10-04-2013.",Comlink,USA,Michigan,48823,East Lansing,,Comlink
"
	Comlink is located in the area Grand Rapids, USA (America), and the colocation data center is not  carrier neutral. The data center was last updated on 10-04-2013.",Comlink,USA,Michigan,49546,Grand Rapids,,Comlink
"
	Intellicentre 4 Bunker is located in the area Canberra, Australia, and the colocation data center is not  carrier neutral. The data center was last updated on 11-04-2013.",Intellicentre 4 Bunker,Australia,ACT,2601,Canberra,Intellicentre 4 Bunker,Macquarie Cloud Services
"
	BSNL-SIS Data Center is located in the area Bangalore (Bengaluru), India, and the colocation data center is  carrier neutral. The data center was last updated on 11-04-2013.",BSNL-SIS Data Center,India,Karnataka,560016,KR Puram,BSNL-SIS Data Center,Sai InfoSystem India Ltd.
"
	BSNL-SIS Data Center Hyderabad is located in the area Hyderabad, India, and the colocation data center is  carrier neutral. The data center was last updated on 11-04-2013.",BSNL-SIS Data Center Hyderabad,India,Andhra Pradesh,502319,Patancheru,BSNL-SIS Data Center Hyderabad,Sai InfoSystem India Ltd.
"
	Bletchley Cloud is located in the area Milton Keynes, United Kingdom (UK), and the colocation data center is not  carrier neutral. The data center was last updated on 12-04-2013.",Bletchley Cloud,United Kingdom,,MK3 6EB,Milton Keynes,,Bletchley Cloud
"
	BSNL-SIS Data Center Cochin is located in the area Alappuzha, India, and the colocation data center is not  carrier neutral. The data center was last updated on 11-04-2013.",BSNL-SIS Data Center Cochin,India,Kerala,688524,Cochin,BSNL-SIS Data Center Cochin,Sai InfoSystem India Ltd.
"
	JBT.PIN.se is located in the area Gothenburg (Göteborg), Sweden (Sverige), and the colocation data center is not  carrier neutral. The data center was last updated on 11-04-2013.",JBT.PIN.se,Sweden,,Västra Frölunda 421 47,Västra Frölunda,JBT.PIN.se,PIN
"
	OMNILANCE is located in the area Nikolaev, Ukraine (Ukrayina), and the colocation data center is not  carrier neutral. The data center was last updated on 12-04-2013.",OMNILANCE,Ukraine,Nikolaevskaya oblast,54030,Nikolaev,OMNILANCE,OMNILANCE Ltd
"
	TeliaSonera DRES is located in the area Dresden, Germany (Deutschland), and the colocation data center is  carrier neutral. The data center was last updated on 16-04-2013.",TeliaSonera DRES,Germany,,01139,Dresden,TeliaSonera DRES,TeliaSonera International Carrier
"
	TeliaSonera MCN is located in the area Munich (Münich), Germany (Deutschland), and the colocation data center is  carrier neutral. The data center was last updated on 16-04-2013.",TeliaSonera MCN,Germany,,80807,München,TeliaSonera MCN,TeliaSonera International Carrier
"
	TeliaSonera STGRT/Z is located in the area Stuttgart, Germany (Deutschland), and the colocation data center is  carrier neutral. The data center was last updated on 16-04-2013.",TeliaSonera STGRT/Z,Germany,,70567,Stuttgart,TeliaSonera STGRT/Z,TeliaSonera International Carrier
"
	TeliaSonera ROSY is located in the area Paris, France (Française), and the colocation data center is  carrier neutral. The data center was last updated on 16-04-2013.",TeliaSonera ROSY,France,,93420,Villepinte,TeliaSonera ROSY,TeliaSonera International Carrier
"
	Exchange Tower is located in the area London, United Kingdom (UK).",Exchange Tower,,,,,,
"
	Datum FRN1 is located in the area Farnborough, United Kingdom (UK), and the colocation data center is  carrier neutral. The data center was last updated on 21-07-2015.",Datum FRN1,United Kingdom,Hampshire,GU140LX,Farnborough,Datum FRN1,Datum Datacentres Ltd
"
	Braye Road is located in the area Vale, Guernsey (Bailiwick of Guernsey), and the colocation data center is  carrier neutral. The data center was last updated on 27-09-2013.",Braye Road,Guernsey,,GY2 4WX,Guernsey,Braye Road,C5 Alliance
"
	ApineDC is located in the area Lausanne, Switzerland (Schweiz), and the colocation data center is  carrier neutral. The data center was last updated on 01-07-2013.",ApineDC,Switzerland,Vaud,1005,Lausanne,ApineDC,AlpineDC SA
"
	Dataport is located in the area den Helder, The Netherlands (Holland), and the colocation data center is  carrier neutral. The data center was last updated on 07-05-2014.",Dataport,The Netherlands,North Holland,1785LX,Den Helder,,Dataport
"
	Next Generation Data is located in the area South Wales, United Kingdom (UK), and the colocation data center is  carrier neutral. The data center was last updated on 22-04-2013.",Next Generation Data,United Kingdom,,NP10 8BE,Newport,Next Generation Data,Next Connex
"
	WZH2 is located in the area Zürich, Switzerland (Schweiz), and the colocation data center is not  carrier neutral. The data center was last updated on 22-04-2013.",WZH2,Switzerland,ZH,8633,Wolfhausen,WZH2,HiHo GmbH
"
	WZH1 is located in the area Zürich, Switzerland (Schweiz), and the colocation data center is not  carrier neutral. The data center was last updated on 22-04-2013.",WZH1,Switzerland,ZH,8633,Wolfhausen,WZH1,HiHo GmbH
"
	Aegis One is located in the area Surrey, United Kingdom (UK), and the colocation data center is  carrier neutral. The data center was last updated on 07-05-2013.",Aegis One,United Kingdom,,GU7 1LB,Guildford,Aegis One,Aegis Data Limited
"
	Greenhouse Ecological Datacenters is located in the area Den Haag, The Netherlands (Holland), and the colocation data center is  carrier neutral. The data center was last updated on 25-04-2013.",Greenhouse Ecological Datacenters,The Netherlands,Zuid-Holland,2671CT,NAALDWIJK,,Greenhouse Ecological Datacenters
"
	HostAway is located in the area Perth (Western Australia), Australia, and the colocation data center is not  carrier neutral. The data center was last updated on 29-04-2013.",HostAway,Australia,WA,6090,Malaga,HostAway,HostAway Pty Ltd
"
	TIFA Building is located in the area Jakarta (Djakarta), Indonesia.",TIFA Building,,,,,,
"
	ORI.NET Noblesville is located in the area Noblesville, USA (America), and the colocation data center is  carrier neutral. The data center was last updated on 03-05-2013.",ORI.NET Noblesville,USA,Indiana,46060,Noblesville,ORI.NET Noblesville,"On-Ramp Indiana, Inc."
"
	WebRunners Irvine Data Center is located in the area Irvine, USA (America), and the colocation data center is  carrier neutral. The data center was last updated on 01-06-2013.",WebRunners Irvine Data Center,USA,California,92618,Irvine,WebRunners Irvine Data Center,WebRunners Inc.
"
	ISG Topeka is located in the area Topeka, USA (America), and the colocation data center is  carrier neutral. The data center was last updated on 07-05-2013.",ISG Topeka,USA,Kansas,66607,Topeka,ISG Topeka,ISG Technology
"
	Rack Lodge is located in the area San Jose CR, Costa Rica (Republic of Costa Rica), and the colocation data center is  carrier neutral. The data center was last updated on 09-05-2013.",Rack Lodge,Costa Rica,,10000,San Jose,Rack Lodge,Rack Lodge Data Center
"
	VivosWeb Data Center is located in the area Hamilton, Canada, and the colocation data center is not  carrier neutral. The data center was last updated on 07-02-2017.",VivosWeb Data Center,Canada,Ontario,L8P4W7,Hamilton,VivosWeb Data Center,VivosWeb
"
	EMMEX - Data Center is located in the area Rio de Janeiro, Brazil (Brasil), and the colocation data center is  carrier neutral. The data center was last updated on 02-04-2014.",EMMEX - Data Center,Brazil,Rio de Janeiro,24.230-065,Niteroi,,EMMEX - Data Center
"
	Fiber Hosting Canada Inc is located in the area Winnipeg, Canada, and the colocation data center is not  carrier neutral. The data center was last updated on 24-02-2015.",Fiber Hosting Canada Inc,Canada,mb,R3G 0V3,Winnipeg,Fiber Hosting Canada Inc,Fiber Hosting Canada
"
	P1 is located in the area Wiltshire, United Kingdom (UK), and the colocation data center is not  carrier neutral. The data center was last updated on 14-05-2013.",P1,United Kingdom,Wiltshire,SN13 9GB,Corsham,P1,MDS Technologies Ltd
"
	CAT Telecom Tower is located in the area Bangkok, Thailand (Ratcha Anachak Thai).",CAT Telecom Tower,,,,,,
"
	ArteOne is located in the area Limoges, France (Française), and the colocation data center is not  carrier neutral. The data center was last updated on 19-05-2013.",ArteOne,France,Limousin,19100,Brive-la-Gaillarde,ArteOne,Artefact
"
	Big Horn Data Center is located in the area Sheridan, USA (America), and the colocation data center is not  carrier neutral. The data center was last updated on 19-05-2013.",Big Horn Data Center,USA,Wyoming,82801,Sheridan,Big Horn Data Center,Big horn Mountain Data Center
"
	Ricoh Data Center Delhi is located in the area New Delhi, India, and the colocation data center is  carrier neutral. The data center was last updated on 21-05-2015.",Ricoh Data Center Delhi,India,New Delhi,110025,Delhi,Ricoh Data Center Delhi,RICOH INDIA LTD
"
	Xogenous is located in the area Reno, USA (America), and the colocation data center is  carrier neutral. The data center was last updated on 21-05-2013.",Xogenous,USA,Nevada,89701,Carson City,,Xogenous
"
	Ricoh Data Center Kolkata is located in the area Kolkata, India, and the colocation data center is  carrier neutral. The data center was last updated on 21-05-2015.",Ricoh Data Center Kolkata,India,West Bengal,700091,Kolkata,Ricoh Data Center Kolkata,RICOH INDIA LTD
"
	Ricoh - Data Center Mumbai is located in the area Mumbai, India, and the colocation data center is  carrier neutral. The data center was last updated on 21-05-2015.",Ricoh - Data Center Mumbai,India,Maharastra,400093,Mumbai,Ricoh - Data Center Mumbai,RICOH INDIA LTD
"
	Ricoh - Data Center Chennai is located in the area Chennai, India, and the colocation data center is  carrier neutral. The data center was last updated on 21-05-2015.",Ricoh - Data Center Chennai,India,Tamil Nadu,600031,Chennai,Ricoh - Data Center Chennai,RICOH INDIA LTD
"
	Ricoh - Data Center Bangalore is located in the area Bangalore (Bengaluru), India, and the colocation data center is  carrier neutral. The data center was last updated on 21-05-2015.",Ricoh - Data Center Bangalore,India,Karnataka,560071,Bangalore,Ricoh - Data Center Bangalore,RICOH INDIA LTD
"
	Frederick Data Center II is located in the area Frederick, USA (America), and the colocation data center is not  carrier neutral. The data center was last updated on 23-05-2013.",Frederick Data Center II,USA,Maryland,21704,Frederick,Frederick Data Center II,"Swift Systems, Inc."
"
	Ricoh - Data Center Hyderabad is located in the area Hyderabad, India, and the colocation data center is  carrier neutral. The data center was last updated on 21-05-2015.",Ricoh - Data Center Hyderabad,India,Andhra Pradesh,500016,Hyderabad,Ricoh - Data Center Hyderabad,RICOH INDIA LTD
"
	Raunas DC is located in the area Riga, Latvia (Latvija), and the colocation data center is not  carrier neutral. The data center was last updated on 24-05-2013.",Raunas DC,Latvia,,LV1039,Riga,Raunas DC,Telenet
"
	Zoar is located in the area Buzau, Romania, and the colocation data center is  carrier neutral. The data center was last updated on 24-05-2013.",Zoar,Romania,,125300,Buzau,Zoar,zoar online srl
"
	CIS DataCenter is located in the area Islamabad, Pakistan (Islamic Republic of Pakistan), and the colocation data center is not  carrier neutral. The data center was last updated on 27-05-2013.",CIS DataCenter,Pakistan,Capital,44000,Islamabad,CIS DataCenter,COMSATS Internet Services
"
	1025Connect, LLC is located in the area Long Island, USA (America), and the colocation data center is  carrier neutral. The data center was last updated on 24-05-2013.","1025Connect, LLC",USA,New York,11590,Westbury,,"1025Connect, LLC"
"
	AlphaHost.lv Data Center Elijas is located in the area Riga, Latvia (Latvija), and the colocation data center is not  carrier neutral. The data center was last updated on 28-05-2013.",AlphaHost.lv Data Center Elijas,Latvia,,LV-1050,Riga,AlphaHost.lv Data Center Elijas,AlphaHost.lv
"
	LIM is located in the area Warsaw (Warszawa), Poland (Polska), and the colocation data center is  carrier neutral. The data center was last updated on 28-05-2013.",LIM,Poland,,00-697,Warsaw,LIM,LIM Joint Venture Sp. z o.o.
"
	EarthLink - San Jose Data Center is located in the area San Jose, USA (America), and the colocation data center is  carrier neutral. The data center was last updated on 28-05-2013.",EarthLink - San Jose Data Center,USA,California,95119,San Jose,EarthLink - San Jose Data Center,EarthLink
"
	Heartlands Data Center is located in the area Appleton, USA (America), and the colocation data center is not  carrier neutral. The data center was last updated on 31-05-2013.",Heartlands Data Center,USA,Wisconsin,54311,Little Chute,Heartlands Data Center,Heartland Business System
"
	Rackbank Datacenters Pvt. Ltd. is located in the area Indore, India, and the colocation data center is  carrier neutral. The data center was last updated on 03-12-2015.",Rackbank Datacenters Pvt. Ltd.,India,M.P.,452001,Indore,,Rackbank Datacenters Pvt. Ltd.
"
	Albergue da Web is located in the area Natal, Brazil (Brasil), and the colocation data center is not  carrier neutral. The data center was last updated on 04-06-2013.",Albergue da Web,Brazil,RIO GRANDE DO NORTE,59064390,Natal,,Albergue da Web
"
	ISG Wichita is located in the area Wichita, USA (America), and the colocation data center is  carrier neutral. The data center was last updated on 18-06-2013.",ISG Wichita,USA,Kansas,67213,Wichita,ISG Wichita,ISG Technology
"
	ISG Columbia is located in the area Columbia, USA (America), and the colocation data center is not  carrier neutral. The data center was last updated on 18-06-2013.",ISG Columbia,USA,Missouri,65203,Columbia,ISG Columbia,ISG Technology
"
	Ukrnames is located in the area Kharkov, Ukraine (Ukrayina), and the colocation data center is not  carrier neutral. The data center was last updated on 20-06-2013.",Ukrnames,Ukraine,,61146,Kharkov,Ukrnames,Center of Ukrainian Internet Names
"
	Halifax Data Center is located in the area Halifax, Canada, and the colocation data center is not  carrier neutral. The data center was last updated on 19-06-2013.",Halifax Data Center,Canada,Nova Scotia,B3K 1N7,Halifax,Halifax Data Center,BellAliant
"
	GDC3 is located in the area Paris, France (Française), and the colocation data center is  carrier neutral. The data center was last updated on 03-07-2013.",GDC3,France,,78140,Vélizy-Villacoublay,GDC3,Green Data Center 1
"
	Grid Telekom Data Center is located in the area Ankara, Turkey (Türkiye), and the colocation data center is  carrier neutral. The data center was last updated on 30-08-2016.",Grid Telekom Data Center,Turkey,,06830,Ankara,Grid Telekom Data Center,Grid Telekom
"
	Grid Telekom Data Center is located in the area Istanbul, Turkey (Türkiye), and the colocation data center is not  carrier neutral. The data center was last updated on 30-08-2016.",Grid Telekom Data Center,Turkey,,34349,Besiktas,Grid Telekom Data Center,Grid Telekom
"
	Baltimore- Tide Point is located in the area Baltimore, USA (America), and the colocation data center is not  carrier neutral. The data center was last updated on 24-06-2013.",Baltimore- Tide Point,USA,Maryland,21230,Baltimore,Baltimore- Tide Point,Expedient Data Centers
"
	Baltimore - Owings Mills is located in the area Baltimore, USA (America), and the colocation data center is not  carrier neutral. The data center was last updated on 15-10-2013.",Baltimore - Owings Mills,USA,Maryland,21117,Baltimore,Baltimore - Owings Mills,Expedient Data Centers
"
	Transcendent is located in the area Milwaukee, USA (America), and the colocation data center is  carrier neutral. The data center was last updated on 27-03-2014.",Transcendent,USA,Wisconsin,53029,Hartland,,Transcendent
"
	newsnet ag Data Center is located in the area Vaduz, Liechtenstein (Principality of Liechtenstein ), and the colocation data center is  carrier neutral. The data center was last updated on 28-06-2013.",newsnet ag Data Center,Liechtenstein,,9494,Schaan,newsnet ag Data Center,newsnet ag
"
	ByteGrid Cleveland is located in the area Cleveland, USA (America), and the colocation data center is  carrier neutral. The data center was last updated on 15-08-2016.",ByteGrid Cleveland,USA,Ohio,44114,Cleveland,ByteGrid Cleveland,ByteGrid
"
	Sify GreenFort Noida is located in the area New Delhi, India, and the colocation data center is  carrier neutral. The data center was last updated on 05-08-2013.",Sify GreenFort Noida,India,New Delhi,201301,Noida,Sify GreenFort Noida,SIFY Technologies Pvt Ltd
"
	Sify Airoli is located in the area Mumbai, India, and the colocation data center is  carrier neutral. The data center was last updated on 05-08-2013.",Sify Airoli,India,Maharashtra,400708,Navi Mumbai,Sify Airoli,SIFY Technologies Pvt Ltd
"
	Towngas Chibo is located in the area Shandong, China, and the colocation data center is  carrier neutral. The data center was last updated on 05-07-2013.",Towngas Chibo,China,,250101,Jinan,Towngas Chibo,Towngas Telecommunications Company Limited
