description,title,country,region,postal code,locality,extend address,name
"
	T5 Data Centers - T5@Altanta is located in the area Atlanta, USA (America), and the colocation data center is  carrier neutral. The data center was last updated on 22-10-2013.",T5 Data Centers - T5@Altanta,USA,Georgia,30005,Alpharetta,T5 Data Centers - T5@Altanta,T5 Data Centers
"
	T5 Data Centers - T5@LA is located in the area Los Angeles, USA (America), and the colocation data center is  carrier neutral. The data center was last updated on 22-10-2013.",T5 Data Centers - T5@LA,USA,California,90245,El Segundo,T5 Data Centers - T5@LA,T5 Data Centers
"
	T5 Data Centers - T5@KingsMountain is located in the area Charlotte, USA (America).",T5 Data Centers - T5@KingsMountain,,,,,,
"
	MicroHosting is located in the area New Delhi, India, and the colocation data center is not  carrier neutral. The data center was last updated on 26-04-2012.",MicroHosting,India,UP,201301,Noida,MicroHosting,Micro Hosting Private Limited
"
	Net Cloud International Data Centre is located in the area Hong Kong, Hong Kong (Hong Kong, SAR of China), and the colocation data center is  carrier neutral. The data center was last updated on 02-05-2012.",Net Cloud International Data Centre,Hong Kong,,.,Hong Kong,Net Cloud International Data Centre,Net Cloud International Data Centre Limited
"
	ChimeNet, Inc, is located in the area New Haven, USA (America), and the colocation data center is  carrier neutral. The data center was last updated on 04-05-2012.","ChimeNet, Inc,",USA,Connecticut,06492,Wallingford,"ChimeNet, Inc,","ChimeNet, Inc."
"
	Vocus Data Centre - Baulkham Hills is located in the area Sydney (New South Wales), Australia, and the colocation data center is  carrier neutral. The data center was last updated on 01-05-2012.",Vocus Data Centre - Baulkham Hills,Australia,NSW,2153,Baulkham Hills,Vocus Data Centre - Baulkham Hills,Vocus Communications
"
	LASOTEL PIXEL is located in the area Lyon, France (Française), and the colocation data center is  carrier neutral. The data center was last updated on 14-06-2014.",LASOTEL PIXEL,France,,69100,Villeurbanne,LASOTEL PIXEL,LASOTEL
"
	Cloud South is located in the area West Palm Beach, USA (America), and the colocation data center is  carrier neutral. The data center was last updated on 05-05-2012.",Cloud South,USA,Florida,33405,West Palm Beach,,Cloud South
"
	24700 Northwestern Hwy is located in the area Detroit, USA (America).",24700 Northwestern Hwy,,,,,,
"
	123Net, Inc. DC3 is located in the area Detroit, USA (America), and the colocation data center is  carrier neutral. The data center was last updated on 25-05-2012.","123Net, Inc. DC3",USA,Michigan,48075,Southfield,"123Net, Inc. DC3","123Net, Inc."
"
	Availo DCH is located in the area Stockholm, Sweden (Sverige), and the colocation data center is  carrier neutral. The data center was last updated on 18-05-2012.",Availo DCH,Sweden,,120 30,Stockholm,Availo DCH,Availo Networks AB
"
	Hostway Seoul Metro is located in the area Seoul, South Korea (Republic of Korea), and the colocation data center is not  carrier neutral. The data center was last updated on 15-05-2012.",Hostway Seoul Metro,South Korea,Kyunggi-Do,463-828,Sungnam-Si,Hostway Seoul Metro,Hostway Korea
"
	Availo DCL is located in the area Linköping, Sweden (Sverige), and the colocation data center is  carrier neutral. The data center was last updated on 18-05-2012.",Availo DCL,Sweden,,583 30,Linköping,Availo DCL,Availo Networks AB
"
	Availo DCS is located in the area Stockholm, Sweden (Sverige), and the colocation data center is  carrier neutral. The data center was last updated on 18-05-2012.",Availo DCS,Sweden,,129 39,Skärholmen,Availo DCS,Availo Networks AB
"
	IXcellerate is located in the area Moscow, Russia, and the colocation data center is  carrier neutral. The data center was last updated on 06-02-2013.",IXcellerate,Russia,,127410,Moscow,,IXcellerate
"
	Interworks Primary Data Center is located in the area Thessaloniki, Greece (Hellenic Republic), and the colocation data center is not  carrier neutral. The data center was last updated on 14-05-2012.",Interworks Primary Data Center,Greece,,56429,Thessaloniki,Interworks Primary Data Center,Interworks
"
	Biznet Technovillage Data Center is located in the area Jakarta (Djakarta), Indonesia, and the colocation data center is  carrier neutral. The data center was last updated on 18-04-2013.",Biznet Technovillage Data Center,Indonesia,West Java,16965,Cimanggis,Biznet Technovillage Data Center,Biznet Networks
"
	Systemec B.V. is located in the area Venlo, The Netherlands (Holland), and the colocation data center is  carrier neutral. The data center was last updated on 29-08-2016.",Systemec B.V.,The Netherlands,Limburg,5928PW,Venlo,,Systemec B.V.
"
	LONDON2 is located in the area London, United Kingdom (UK).",LONDON2,,,,,,
"
	Wolfpaw-EDM is located in the area Edmonton, Canada, and the colocation data center is  carrier neutral. The data center was last updated on 28-05-2012.",Wolfpaw-EDM,Canada,Alberta,T5J3R8,Edmonton,Wolfpaw-EDM,Wolfpaw Services
"
	Connected is located in the area Krakow, Poland (Polska), and the colocation data center is  carrier neutral. The data center was last updated on 29-05-2012.",Connected,Poland,malopolskie,30-081,Krakow,Connected,Connected sp. z o.o.
"
	400 South 76th Street is located in the area Grand Rapids, USA (America).",400 South 76th Street,,,,,,
"
	VisionQuest ATC Data Center is located in the area Charlottetown, Canada, and the colocation data center is  carrier neutral. The data center was last updated on 09-05-2012.",VisionQuest ATC Data Center,Canada,PE,C1A4K9,Charlottetown,VisionQuest ATC Data Center,VisionQuest Inc.
"
	SiteB Data is located in the area San Antonio, USA (America), and the colocation data center is  carrier neutral. The data center was last updated on 15-05-2012.",SiteB Data,USA,Texas,78207,San Antonio,,SiteB Data
"
	WEBAXYS is located in the area Rouen, France (Française), and the colocation data center is not  carrier neutral. The data center was last updated on 31-05-2012.",WEBAXYS,France,,76300,Sotteville les Rouen,,WEBAXYS
"
	conova communications GmbH is located in the area Salzburg, Austria (Österreich), and the colocation data center is  carrier neutral. The data center was last updated on 09-12-2014.",conova communications GmbH,Austria,,5020,Salzburg,,conova communications GmbH
"
	ColoCenter Zoetermeer is located in the area Zoetermeer, The Netherlands (Holland), and the colocation data center is not  carrier neutral. The data center was last updated on 05-06-2012.",ColoCenter Zoetermeer,The Netherlands,,2718RS,Zoetermeer,ColoCenter Zoetermeer,ColoCenter
"
	Elm DC is located in the area Buffalo, USA (America), and the colocation data center is not  carrier neutral. The data center was last updated on 05-06-2012.",Elm DC,USA,New York,14203,"Buffalo, NY",Elm DC,Elm Datacenter
"
	TPnets DC is located in the area Lodz, Poland (Polska), and the colocation data center is not  carrier neutral. The data center was last updated on 04-06-2012.",TPnets DC,Poland,,90-063,Lodz,TPnets DC,TPnets.com
"
	Phoenix-DC1 is located in the area Melbourne (Victoria), Australia, and the colocation data center is not  carrier neutral. The data center was last updated on 02-06-2012.",Phoenix-DC1,Australia,Victoria,3820,Warragul,Phoenix-DC1,Connectivity I.T.
"
	Mediatraffic Data Center is located in the area Huittinen, Finland (Suomi), and the colocation data center is not  carrier neutral. The data center was last updated on 13-06-2012.",Mediatraffic Data Center,Finland,,32610,Huittinen,Mediatraffic Data Center,Mediatraffic Oy
"
	EconDC is located in the area London, United Kingdom (UK), and the colocation data center is not  carrier neutral. The data center was last updated on 13-06-2012.",EconDC,United Kingdom,Middlesex,UB7 7RQ,West Drayton,EconDC,OSHS Ltd
"
	Gompute Data Center is located in the area Gothenburg (Göteborg), Sweden (Sverige), and the colocation data center is  carrier neutral. The data center was last updated on 22-01-2013.",Gompute Data Center,Sweden,,41505,Gothenburg,Gompute Data Center,Gompute AB
"
	Datumcenter is located in the area Nicosia, Cyprus (Republic of Cyprus), and the colocation data center is not  carrier neutral. The data center was last updated on 20-06-2012.",Datumcenter,Cyprus,,90000,Nicosia,Datumcenter,Gigabyte Ltd.
"
	A5.com Peoria is located in the area Peoria, USA (America), and the colocation data center is  carrier neutral. The data center was last updated on 20-06-2012.",A5.com Peoria,USA,Illinois,61603,Peoria,A5.com Peoria,A5.com
"
	PCK-Jastrebarsko is located in the area Zagreb, Croatia (Republika Hrvatska), and the colocation data center is  carrier neutral. The data center was last updated on 05-06-2013.",PCK-Jastrebarsko,Croatia,,10450,Jastrebarsko,PCK-Jastrebarsko,PCK-DataCross
"
	Teknik i Media Datacenter is located in the area Stockholm, Sweden (Sverige), and the colocation data center is not  carrier neutral. The data center was last updated on 06-09-2012.",Teknik i Media Datacenter,Sweden,,11260,Stockholm,Teknik i Media Datacenter,Datacenter
"
	NEOCLYDE - NeoCenter Besançon is located in the area Besancon (Besançon), France (Française), and the colocation data center is  carrier neutral. The data center was last updated on 21-06-2012.",NEOCLYDE - NeoCenter Besançon,France,Franche-Comté,25000,Besançon,NEOCLYDE - NeoCenter Besançon,Neo Telecoms
"
	MEEZA  (M-VAULT 1) is located in the area Doha, Qatar (Dawlat Qa?ar), and the colocation data center is  carrier neutral. The data center was last updated on 25-01-2017.",MEEZA  (M-VAULT 1),Qatar,,892,Doha,MEEZA  (M-VAULT 1),MEEZA
"
	New Bridge is located in the area New York, USA (America), and the colocation data center is not  carrier neutral. The data center was last updated on 16-08-2016.",New Bridge,USA,New York,11218,Broolyn,New Bridge,NewBridge
"
	Millennium Systems Inc is located in the area Irvine, USA (America), and the colocation data center is  carrier neutral. The data center was last updated on 08-09-2016.",Millennium Systems Inc,USA,California,92618,Irvine,Millennium Systems Inc,Millennium Systems
"
	Hotel des Telecoms is located in the area Toulouse, France (Française), and the colocation data center is  carrier neutral. The data center was last updated on 22-06-2012.",Hotel des Telecoms,France,,31670,LABEGE,Hotel des Telecoms,FULLSAVE
"
	A5.com Bloomington is located in the area Bloomington, USA (America), and the colocation data center is  carrier neutral. The data center was last updated on 20-06-2012.",A5.com Bloomington,USA,Illinois,61571,Bloomington,A5.com Bloomington,A5.com
"
	IO is located in the area Dayton, USA (America), and the colocation data center is  carrier neutral. The data center was last updated on 09-06-2016.",IO,USA,Ohio,45342,Miamisburg,,IO
"
	CityNAP is located in the area San Antonio, USA (America), and the colocation data center is  carrier neutral. The data center was last updated on 27-06-2012.",CityNAP,USA,Texas,78205,San Antonio,,CityNAP
"
	Feper Building is located in the area Bucharest, Romania.",Feper Building,,,,,,
"
	Vision DC-1 is located in the area Lahore, pakistan (Islamic Republic of Pakistan), and the colocation data center is  carrier neutral. The data center was last updated on 24-09-2014.",Vision DC-1,pakistan,punjab,54615,Lahore,Vision DC-1,Vision Telecom (pvt) Ltd
"
	MEEZA  (M-VAULT 3) is located in the area Doha, Qatar (Dawlat Qa?ar), and the colocation data center is  carrier neutral. The data center was last updated on 25-01-2017.",MEEZA  (M-VAULT 3),Qatar,,892,Doha,MEEZA  (M-VAULT 3),MEEZA
"
	MEEZA  (M-VAULT 2) is located in the area Doha, Qatar (Dawlat Qa?ar), and the colocation data center is  carrier neutral. The data center was last updated on 25-01-2017.",MEEZA  (M-VAULT 2),Qatar,,892,Doha,MEEZA  (M-VAULT 2),MEEZA
"
	Cogent Pasadena is located in the area Los Angeles, USA (America), and the colocation data center is not  carrier neutral. The data center was last updated on 25-06-2012.",Cogent Pasadena,USA,California,91107,Pasadena,Cogent Pasadena,"Cogent Communications, Inc."
"
	DENVER-01 is located in the area Denver, USA (America), and the colocation data center is  carrier neutral. The data center was last updated on 23-06-2012.",DENVER-01,USA,Colorado,80205,Denver,DENVER-01,FORETHOUGHT.net
"
	ITB-Datacenter Deventer is located in the area Deventer, The Netherlands (Holland), and the colocation data center is  carrier neutral. The data center was last updated on 29-06-2012.",ITB-Datacenter Deventer,The Netherlands,,7418 EX,Deventer,ITB-Datacenter Deventer,ITB-Datacenter
"
	PTCL Data Center (Islamabad) is located in the area Islamabad, Pakistan (Islamic Republic of Pakistan), and the colocation data center is not  carrier neutral. The data center was last updated on 05-07-2012.",PTCL Data Center (Islamabad),Pakistan,,44000,Islamabad,PTCL Data Center (Islamabad),PTCL
"
	BI Data Center-12 Bareket St is located in the area Tel Aviv, Israel, and the colocation data center is  carrier neutral. The data center was last updated on 05-07-2012.",BI Data Center-12 Bareket St,Israel,,49517,Petach Tikva,BI Data Center-12 Bareket St,Bezeq International
"
	PTCL Data Center (Lahore) is located in the area Lahore, Pakistan (Islamic Republic of Pakistan), and the colocation data center is not  carrier neutral. The data center was last updated on 05-07-2012.",PTCL Data Center (Lahore),Pakistan,,54000,Lahore,PTCL Data Center (Lahore),PTCL
"
	ITB-Datacenter Ecofactorij is located in the area Apeldoorn, The Netherlands (Holland), and the colocation data center is  carrier neutral. The data center was last updated on 29-06-2012.",ITB-Datacenter Ecofactorij,The Netherlands,,7325 WM,Apeldoorn,ITB-Datacenter Ecofactorij,ITB-Datacenter
"
	BI Data Center-Shacham 40 st is located in the area Tel Aviv, Israel, and the colocation data center is  carrier neutral. The data center was last updated on 08-07-2012.",BI Data Center-Shacham 40 st,Israel,,49170,Petach Tikva,BI Data Center-Shacham 40 st,Bezeq International
"
	BI Data Center-Jaffa is located in the area Tel Aviv, Israel, and the colocation data center is not  carrier neutral. The data center was last updated on 05-07-2012.",BI Data Center-Jaffa,Israel,,68169,Tel Aviv,BI Data Center-Jaffa,Bezeq International
"
	PTCL Data Center (Karachi) is located in the area Karachi, Pakistan (Islamic Republic of Pakistan), and the colocation data center is not  carrier neutral. The data center was last updated on 05-07-2012.",PTCL Data Center (Karachi),Pakistan,,74000,Karachi,PTCL Data Center (Karachi),PTCL
"
	Candos Recovery Centre is located in the area Quatre Bornes, Mauritius (Republic of Mauritius), and the colocation data center is  carrier neutral. The data center was last updated on 16-07-2015.",Candos Recovery Centre,Mauritius,,00,Quatre Bornes,Candos Recovery Centre,ContinuityMauritius Co. Ltd.
"
	PLUS4WEB is located in the area Istanbul, Turkey (Türkiye), and the colocation data center is not  carrier neutral. The data center was last updated on 24-07-2012.",PLUS4WEB,Turkey,TR,34000,Istanbul,PLUS4WEB,Plus4web Ltd.
"
	Tranquil Hosting is located in the area Raleigh, USA (America), and the colocation data center is not  carrier neutral. The data center was last updated on 27-07-2012.",Tranquil Hosting,USA,North Carolina,27511,Cary,Tranquil Hosting,"Tranquil Hosting, Inc."
"
	Commercial Media is located in the area Baltimore, USA (America), and the colocation data center is  carrier neutral. The data center was last updated on 08-07-2012.",Commercial Media,USA,Maryland,21227,Baltimore,Commercial Media,Commercial Media Corp.
"
	Internap Los Angeles is located in the area Los Angeles, USA (America), and the colocation data center is  carrier neutral. The data center was last updated on 27-07-2012.",Internap Los Angeles,USA,California,90278,Redondo Beach,Internap Los Angeles,Internap Network Services Corporation
"
	Open Data Centers is located in the area Piscataway, USA (America), and the colocation data center is  carrier neutral. The data center was last updated on 20-07-2012.",Open Data Centers,USA,New Jersey,08854,Piscataway,,Open Data Centers
"
	CorKat Data is located in the area Loveland, USA (America), and the colocation data center is  carrier neutral. The data center was last updated on 25-07-2012.",CorKat Data,USA,Colorado,80537,Loveland,,CorKat Data
"
	Enseva Hiawatha is located in the area Cedar Rapids, USA (America), and the colocation data center is  carrier neutral. The data center was last updated on 27-07-2012.",Enseva Hiawatha,USA,Iowa,52233,Hiawatha,Enseva Hiawatha,Enseva
"
	250 Marquette Avenue is located in the area Minneapolis, USA (America).",250 Marquette Avenue,,,,,,
"
	332 West Broadway is located in the area Louisville, USA (America).",332 West Broadway,,,,,,
"
	EBRC Data Center Betzdorf is located in the area Luxembourg, Luxembourg (Luxemburg), and the colocation data center is  carrier neutral. The data center was last updated on 19-02-2014.",EBRC Data Center Betzdorf,Luxembourg,,6832,Betzdorf,EBRC Data Center Betzdorf,"ebrc, e-Business & Resilience Centre"
"
	TeleNAP Primary is located in the area Hamilton, Canada, and the colocation data center is not  carrier neutral. The data center was last updated on 02-08-2012.",TeleNAP Primary,Canada,Ontario,L8H5L2,Hamilton,TeleNAP Primary,TeleNAP
"
	internet24 GmbH is located in the area Dresden, Germany (Deutschland), and the colocation data center is not  carrier neutral. The data center was last updated on 07-08-2012.",internet24 GmbH,Germany,,01067,Dresden,,internet24 GmbH
"
	BPL Global Data Center is located in the area Le Mans, France (Française), and the colocation data center is not  carrier neutral. The data center was last updated on 07-08-2012.",BPL Global Data Center,France,,72000,Le Mans,BPL Global Data Center,BPL Global EMEA
"
	Javerdel Data Center is located in the area HELSINKI, Finland (Suomi), and the colocation data center is  carrier neutral. The data center was last updated on 13-08-2012.",Javerdel Data Center,Finland,,00380,HELSINKI,Javerdel Data Center,JAVERDEL OY
"
	Madrid Lezama is located in the area Madrid, Spain (España), and the colocation data center is  carrier neutral. The data center was last updated on 28-01-2014.",Madrid Lezama,Spain,,28034,Madrid,Madrid Lezama,Interoute Communications Ltd
"
	zColo - 2100 M St is located in the area Washington D.C., USA (America), and the colocation data center is  carrier neutral. The data center was last updated on 21-10-2014.",zColo - 2100 M St,USA,District of Columbia,20037,Washington DC,zColo - 2100 M St,zColo
"
	3z Canada YYZ3 is located in the area Toronto, Canada, and the colocation data center is  carrier neutral. The data center was last updated on 15-08-2012.",3z Canada YYZ3,Canada,Ontario,M9B 6H7,Etobicoke,3z Canada YYZ3,3z Canada
"
	Oz Servers is located in the area Brisbane (Queensland), Australia, and the colocation data center is  carrier neutral. The data center was last updated on 15-08-2012.",Oz Servers,Australia,QLD,4169,Brisbane,,Oz Servers
"
	Candler Building is located in the area Baltimore, USA (America).",Candler Building,,,,,,
"
	C9D Data Center is located in the area Bloomington, USA (America), and the colocation data center is  carrier neutral. The data center was last updated on 06-08-2013.",C9D Data Center,USA,Illinois,61705,Bloomington,,C9D Data Center
"
	True Internet Data center is located in the area Bangkok, Thailand (Ratcha Anachak Thai), and the colocation data center is  carrier neutral. The data center was last updated on 06-09-2012.",True Internet Data center,Thailand,Bangkok,10310,Huai Khwang,True Internet Data center,True Internet Data Center
"
	Datawire Datacenter ZG02 is located in the area Zug, Switzerland (Schweiz), and the colocation data center is  carrier neutral. The data center was last updated on 18-08-2012.",Datawire Datacenter ZG02,Switzerland,Zug,6330,Cham,Datawire Datacenter ZG02,DATAWIRE AG
"
	Virtualapps UK is located in the area Croydon, United Kingdom (UK), and the colocation data center is not  carrier neutral. The data center was last updated on 18-08-2012.",Virtualapps UK,United Kingdom,Surrey,CR0 0XZ,Croydon,,Virtualapps UK
"
	AO Business Technology Solutions is located in the area Wichita, USA (America), and the colocation data center is  carrier neutral. The data center was last updated on 18-10-2012.",AO Business Technology Solutions,USA,Kansas,67218,Wichita,,AO Business Technology Solutions
"
	FLTG Park is located in the area Romulus, USA (America).",FLTG Park,,,,,,
"
	Elink Datacenter is located in the area Charleston, USA (America), and the colocation data center is not  carrier neutral. The data center was last updated on 08-04-2015.",Elink Datacenter,USA,South Carolina,29455,Johns Island,Elink Datacenter,elink corp
"
	True Internet Data center-Mungthong is located in the area Pakkred (Pak Kret), Thailand (Ratcha Anachak Thai), and the colocation data center is  carrier neutral. The data center was last updated on 06-09-2012.",True Internet Data center-Mungthong,Thailand,Nonthaburi,11120,Nonthaburi,True Internet Data center-Mungthong,True Internet Data Center
"
	Futian Data Center is located in the area Shenzhen, China, and the colocation data center is  carrier neutral. The data center was last updated on 25-08-2012.",Futian Data Center,China,Guangdong,518000,Futian,Futian Data Center,Cypress Telecom Limited
"
	redIT.DataPark is located in the area Mexico City (Ciudad de México), Mexico (United Mexican States), and the colocation data center is  carrier neutral. The data center was last updated on 07-09-2012.",redIT.DataPark,Mexico,Estado de Mexico,54948,Tultitlan,redIT.DataPark,redIT
"
	AIMES DC2 Kilby House is located in the area Liverpool, United Kingdom (UK), and the colocation data center is  carrier neutral. The data center was last updated on 31-10-2012.",AIMES DC2 Kilby House,United Kingdom,Merseyside,L7 9NJ,Liverpool,AIMES DC2 Kilby House,AIMES Grid Services CIC
"
	Reliance House - Newcastle is located in the area Newcastle (Newcastle upon Tyne), United Kingdom (UK), and the colocation data center is  carrier neutral. The data center was last updated on 13-09-2012.",Reliance House - Newcastle,United Kingdom,,NE4 7AN,Newcastle upon Tyne,Reliance House - Newcastle,Wildcard Networks
"
	TE-Data data center is located in the area Cairo (Al Qahirah), Egypt, and the colocation data center is  carrier neutral. The data center was last updated on 06-09-2012.",TE-Data data center,Egypt,,6 October 12577,Cairo,TE-Data data center,TE Data
"
	Contabo GmbH is located in the area Munich (Münich), Germany (Deutschland), and the colocation data center is  carrier neutral. The data center was last updated on 07-08-2014.",Contabo GmbH,Germany,Bavaria,81549,Munich,,Contabo GmbH
"
	Hivelocity Hosting is located in the area Tampa, USA (America), and the colocation data center is  carrier neutral. The data center was last updated on 07-10-2014.",Hivelocity Hosting,USA,Florida,33614,Tampa,Hivelocity Hosting,Hivelocity
"
	MANOC 4 is located in the area Manchester, United Kingdom (UK), and the colocation data center is  carrier neutral. The data center was last updated on 03-11-2013.",MANOC 4,United Kingdom,,M32 0TB,Manchester,MANOC 4,UKFast.net Limited
"
	TELIN DATA CENTER is located in the area Singapore, Singapore, and the colocation data center is  carrier neutral. The data center was last updated on 04-09-2012.",TELIN DATA CENTER,Singapore,,498814,Singapore,TELIN DATA CENTER,Telekomunikasi Indonesia International Pte Ltd
"
	Weberz Hosting is located in the area Portland, USA (America), and the colocation data center is not  carrier neutral. The data center was last updated on 14-09-2012.",Weberz Hosting,USA,Oregon,97024,Fairview,,Weberz Hosting
"
	PCNet Connecticut is located in the area Trumbull, USA (America), and the colocation data center is  carrier neutral. The data center was last updated on 04-11-2013.",PCNet Connecticut,USA,Connecticut,)6611,Trumbull,PCNet Connecticut,"PCnet, Inc."
"
	GO Datacenter is located in the area Riyadh (ar-Riya?), Saudi Arabia (Kingdom of Saudi Arabia (KSA)), and the colocation data center is  carrier neutral. The data center was last updated on 18-09-2012.",GO Datacenter,Saudi Arabia,,12432-6799,Riyadh,GO Datacenter,Etihad Atheeb Telecom. (GO)
"
	Beltelecom is located in the area Minsk, Belarus (Republic of Belarus), and the colocation data center is not  carrier neutral. The data center was last updated on 17-09-2012.",Beltelecom,Belarus,,220034,Minsk,Beltelecom,Steveas
"
	DC1 is located in the area Hobart (Tasmania), Australia, and the colocation data center is not  carrier neutral. The data center was last updated on 20-09-2012.",DC1,Australia,Tasmania,7000,Hobart,DC1,TasmaNet
"
	DC2+DC3 is located in the area Hobart (Tasmania), Australia, and the colocation data center is not  carrier neutral. The data center was last updated on 20-09-2012.",DC2+DC3,Australia,Tasmania,7010,Dowsings Point,DC2+DC3,TasmaNet
"
	Limassol Data Centre is located in the area Limassol, Cyprus (Republic of Cyprus), and the colocation data center is  carrier neutral. The data center was last updated on 04-10-2012.",Limassol Data Centre,Cyprus,,3506,Limassol,Limassol Data Centre,PrimeTel PLC
"
	inAsset | NixMad is located in the area Madrid, Spain (España), and the colocation data center is  carrier neutral. The data center was last updated on 05-07-2015.",inAsset | NixMad,Spain,Madrid,28031,Madrid,,inAsset | NixMad
"
	ByteLok Data Center is located in the area Vancouver, Canada, and the colocation data center is not  carrier neutral. The data center was last updated on 27-09-2012.",ByteLok Data Center,Canada,BC,V2S 2E2,Abbotsford,ByteLok Data Center,ByteLok IT Solutions Inc.
"
	Nicosia Data Centre is located in the area Nicosia, Cyprus (Republic of Cyprus), and the colocation data center is  carrier neutral. The data center was last updated on 04-10-2012.",Nicosia Data Centre,Cyprus,,2121,Nicosia,Nicosia Data Centre,PrimeTel PLC
"
	SKALI DC Sdn Bhd(CX2 & CX5) is located in the area Cyberjaya, Malaysia, and the colocation data center is not  carrier neutral. The data center was last updated on 04-10-2012.",SKALI DC Sdn Bhd(CX2 & CX5),Malaysia,Selangor,63000,Cyberjaya,SKALI DC Sdn Bhd(CX2 & CX5),SKALI DC Sdn Bhd (CX2 & CX5)
"
	Cofely Datacenter is located in the area Maastricht, The Netherlands (Holland), and the colocation data center is not  carrier neutral. The data center was last updated on 16-01-2014.",Cofely Datacenter,The Netherlands,Limburg,6199 AE,Maastricht-Airport (Beek),Cofely Datacenter,Cofely-Gdfsuez
"
	DoclerWeb is located in the area Budapest, Hungary, and the colocation data center is not  carrier neutral. The data center was last updated on 06-10-2012.",DoclerWeb,Hungary,,1101,Budapest,DoclerWeb,DoclerWeb Kft.
"
	RackSquared, LLC - Columbus OH is located in the area Columbus, USA (America), and the colocation data center is  carrier neutral. The data center was last updated on 25-04-2014.","RackSquared, LLC - Columbus OH",USA,Ohio,43215,Columbus,,"RackSquared, LLC - Columbus OH"
"
	Hostway Vancouver is located in the area Vancouver, Canada, and the colocation data center is not  carrier neutral. The data center was last updated on 22-10-2012.",Hostway Vancouver,Canada,BC,V6C 2B5,Vancouver,Hostway Vancouver,"Hostway Services, Inc"
"
	Vtesse Cirrus - Hoddesdon is located in the area Hertford, United Kingdom (UK), and the colocation data center is  carrier neutral. The data center was last updated on 08-10-2012.",Vtesse Cirrus - Hoddesdon,United Kingdom,Hertfordshire,en11,Hoddesdon,Vtesse Cirrus - Hoddesdon,vtesse
"
	LEB-DC #1 is located in the area Beirut, Lebanon (Lebanese Republic), and the colocation data center is not  carrier neutral. The data center was last updated on 01-01-2013.",LEB-DC #1,Lebanon,,00961,Ras Beirut,LEB-DC #1,Lebanese For Advanced Information
"
	Hostway Austin Waller is located in the area Austin, USA (America), and the colocation data center is  carrier neutral. The data center was last updated on 22-10-2012.",Hostway Austin Waller,USA,Texas,78702,Austin,Hostway Austin Waller,"Hostway Services, Inc"
"
	Axon Datacenter is located in the area Chicago, USA (America), and the colocation data center is not  carrier neutral. The data center was last updated on 11-10-2012.",Axon Datacenter,USA,Illinois,60018,Rosemont,Axon Datacenter,Axon Datacenters
"
	CMH-1 is located in the area Columbus, USA (America), and the colocation data center is  carrier neutral. The data center was last updated on 11-10-2012.",CMH-1,USA,Ohio,43231,Columbus,CMH-1,"eNET, Inc"
"
	EarthLink Boston Data Center is located in the area Marlborough, USA (America), and the colocation data center is not  carrier neutral. The data center was last updated on 28-05-2013.",EarthLink Boston Data Center,USA,Massachusetts,01752,Marlborough,EarthLink Boston Data Center,EarthLink
"
	Data Vault Grafton is located in the area Auckland, New Zealand, and the colocation data center is  carrier neutral. The data center was last updated on 21-08-2016.",Data Vault Grafton,New Zealand,,1010,Auckland,Data Vault Grafton,Data Vault
"
	Data Vault Hamilton is located in the area Hamilton NZ, New Zealand, and the colocation data center is  carrier neutral. The data center was last updated on 21-08-2016.",Data Vault Hamilton,New Zealand,,3200,Hamilton,Data Vault Hamilton,Data Vault
"
	ADN Datacenters is located in the area Alajuela, Costa Rica (Republic of Costa Rica), and the colocation data center is  carrier neutral. The data center was last updated on 24-09-2014.",ADN Datacenters,Costa Rica,Alajuela,1175 1200,Alajuela,,ADN Datacenters
"
	Concergent is located in the area Wichita, USA (America), and the colocation data center is  carrier neutral. The data center was last updated on 12-10-2012.",Concergent,USA,Kansas,67202,Wichita,Concergent,Concergent IT
"
	CROC ru-msk-vol51 is located in the area Moscow, Russia, and the colocation data center is not  carrier neutral. The data center was last updated on 15-10-2012.",CROC ru-msk-vol51,Russia,,111033,Moscow,CROC ru-msk-vol51,CROC incorporated
"
	CROC ru-msk-vol52 is located in the area Moscow, Russia, and the colocation data center is not  carrier neutral. The data center was last updated on 15-10-2012.",CROC ru-msk-vol52,Russia,,111033,Moscow,CROC ru-msk-vol52,CROC incorporated
"
	CROC ru-msk-comp1 is located in the area Moscow, Russia, and the colocation data center is not  carrier neutral. The data center was last updated on 15-10-2012.",CROC ru-msk-comp1,Russia,,111024,Moscow,CROC ru-msk-comp1,CROC incorporated
"
	Data Realty is located in the area South Bend, USA (America), and the colocation data center is  carrier neutral. The data center was last updated on 15-10-2012.",Data Realty,USA,Indiana,46601,South Bend,,Data Realty
"
	Netshield BSPA is located in the area Birmingham UK, United Kingdom (UK), and the colocation data center is not  carrier neutral. The data center was last updated on 17-10-2012.",Netshield BSPA,United Kingdom,,B7 4BB,Birmingham,Netshield BSPA,Netshield
"
	Cintech II is located in the area Singapore, Singapore, and the colocation data center is  carrier neutral. The data center was last updated on 19-10-2012.",Cintech II,Singapore,,118256,Singapore,Cintech II,Webvisions Pte Ltd
"
	Data Logistics Center is located in the area Vilnius, Lithuania (Republic of Lithuania), and the colocation data center is  carrier neutral. The data center was last updated on 17-10-2012.",Data Logistics Center,Lithuania,,09311,Vilnius,,Data Logistics Center
"
	UNIT-IS is located in the area Odessa, Ukraine (Ukrayina), and the colocation data center is  carrier neutral. The data center was last updated on 22-10-2012.",UNIT-IS,Ukraine,,65000,Odessa,,UNIT-IS
